# 源音频：P47-生理学本科教学及考研基础课 p47 感官2-视觉器官（折光）.m4a
# 时长：4966s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,这节课咱们接着往下看一看这个视觉器官。
[01:10:08] 正间上瞳孔在写上的
[01:10:10] 臭大蒜味的
[01:10:11] 呼出气体
[01:10:13] 就更好了
[01:10:14] 行了
[01:10:14] 先翻过去啊
[01:10:18] 对光反射像刚才说的
[01:10:19] 对光反射是瞳孔伴随着光线的强度改变
[01:10:22] 瞳孔大小会变化
[01:10:24] 对光反射
[01:10:24] 而且它具有双侧效应
[01:10:26] 互感效果
[01:10:27] 我相信对光反射就是
[01:10:28] 你那时候在找左眼的时候不但左眼瞳孔会缩小
[01:10:32] 右眼也会缩小
[01:10:33] 双侧的
[01:10:35] 这样通过调节近乎眼睛的光线量
[01:10:37] 来保护视网部位着伤
[01:10:39] 你当然也会改变一些情况下的三下场
[01:10:43] 光线强烈后对比度不好调整
[01:10:45] 通过观察速度的程度
[01:10:48] 速度和双侧效应等等
[01:10:50] 帮助判断中脑神经系统的病别部位
[01:10:52] 麻醉深度以及病情的危重程度
[01:10:55] 其实它的中数在中脑
[01:10:57] 关键是来自
[01:10:57] 再看一下,另一块拿它来查去看一看
[01:10:59] 你知道第一位脑干叫生命中枢
[01:11:01] 看生命中枢目前什么样子
[01:11:05] 过程的话一样强光照射
[01:11:07] 视网膜感光细胞然后通过视神经传入
[01:11:09] 到中脑的顶盖前去,背不下来不背了,双侧啊
[01:11:13] 到动眼神经腹部交感核
[01:11:15] 到这段神经节
[01:11:16] 到瞳孔的溃疤基因
[01:11:18] 然后瞳孔缩小
[01:11:19] 溃疤基因
[01:11:20] 就是刚才说的那个
[01:11:21] 环形肌肉溃疤基因
[01:11:22] 那么散打肌是外面的
[01:11:24] 辐射状
[01:11:25] 要忘的话再看一下
[01:11:27] 中间这个角
[01:11:28] 阔胃肌
[01:11:29] 周围这个叫什么呀
[01:11:31] 叫散打肌
[01:11:32] 散打肌是交感支配的
[01:11:34] 阔胃肌
[01:11:35] 是弥足支配的
[01:11:36] 交感神经支配散打肌
[01:11:38] 是α一受体去甲生
[01:11:39] 弥足支配阔胃肌
[01:11:40] 是M受体
[01:11:42] 引起胆解
[01:11:43] 胆解
[01:11:44] 这样的
[01:11:45] 这就是所谓的
[01:11:46] 瞳孔的近反射和对光反射
[01:11:49] 这都每一个词都很重要了
[01:11:51] 第三个衰月球汇聚也叫复凑
[01:11:53] 这咱看得很清楚,五体拉近
[01:11:55] 野球就往中间靠
[01:11:56] 实际上这也是个反射活动
[01:11:58] 也是个反射
[01:11:59] 反射中枢或者反射途径
[01:12:01] 和经济条件都一样
[01:12:03] 不同的只是说内直肌
[01:12:04] 它这个效应器
[01:12:06] 那边是
[01:12:07] 阔胃肌
[01:12:08] 那边是脊脏肌
[01:12:09] 这是内直肌
[01:12:10] 只是一个反射活动效应器不一样
[01:12:12] 目的是什么,目的是五体拉不太近的时候
[01:12:15] 你现在是一口一样
[01:12:17] 你肯定右眼看的是这个五体
[01:12:19] 右边多一点
[01:12:20] 左眼看的左边多一点
[01:12:22] 这俩野球看的不完全对称
[01:12:24] 野球往中间一凑呀
[01:12:25] 呈下乘到双侧视网膜的对称
[01:12:28] 所以意义在于看近部的时候
[01:12:31] 不至于老野欢花
[01:12:32] 看东西
[01:12:33] 不发生复视
[01:12:35] 或虫影
[01:12:36] 这样来提高
[01:12:38] 事物的清晰度
[01:12:40] 那么到了这为止
[01:12:42] 掩饰近部的三大条件咱们就讲完了
[01:12:45] 但脑补一下
[01:12:46] 讲今天之前咱们讲了很多话题
[01:12:49] 6米之外是眼部,6米之内是近部,近部为什么要调
[01:12:53] 因为近部
[01:12:54] 是散射光,我要不调一调
[01:12:56] 焦点落不到视网膜上
[01:12:58] 但是把三大条件
[01:12:59] 尖状体
[01:13:00] 瞳孔,双眼球汇聚
[01:13:02] 读完之后才发现
[01:13:03] 真正调焦点的就一个尖状体
[01:13:07] 其他调焦点
[01:13:08] 尖状体比它更通,照亮力更强,焦点往前拉
[01:13:11] 那么瞳孔,缩小,双眼球汇聚
[01:13:13] 并没有调焦点,我要它干嘛
[01:13:15] 它辅助一下焦点的改变
[01:13:19] 改善成像时候的球面相差,色相差
[01:13:22] 减少成像时候的
[01:13:23] 腹式或虫眼
[01:13:25] 所以真正调焦点的
[01:13:27] 是尖状体
[01:13:28] 瞳孔,缩小,双眼球汇聚
[01:13:29] 带有起了一个景堂天花的作用
[01:13:32] 不但要看清楚
[01:13:34] 还要看得逼真
[01:13:35] 不但照相要能照出来
[01:13:37] 而且照的要美颜
[01:13:39] 所以尖状体
[01:13:40] 变图
[01:13:41] 算是成像吧
[01:13:43] 瞳孔,缩小和双眼球复凑
[01:13:45] 能不能叫做美颜
[01:13:47] 是可以的
[01:13:48] 是可以的
[01:13:49] 这样看得更清晰
[01:13:51] 更逼真
[01:13:52] 更舒服
[01:13:55] 刚才讲的就是
[01:13:57] 咱们生理学里非常重要的一个核心话题
[01:14:00] 眼视近乎的
[01:14:01] 三大条件
[01:14:02] 体会一下
[01:14:04] 只要光线穿过不同的媒介物
[01:14:06] 你想不想
[01:14:07] 都得遮光
[01:14:08] 遮光是公理不正自明
[01:14:11] 但是只有物体太近6米之内的时候
[01:14:14] 才需要调光
[01:14:17] 想不想遮
[01:14:19] 都得遮
[01:14:21] 要不要调
[01:14:22] 他才调
[01:14:25] 遮光是永恒的
[01:14:27] 调光是有条件的
[01:14:30] 所以
[01:14:31] 遮光是永远存在的
[01:14:33] 而只有近乎的时候
[01:14:34] 调光才存在
[01:14:36] 有条件就有条件异常
[01:14:38] 所以前面讲了很多了
[01:14:40] 这个事情不非常清楚
[01:14:41] 现在应该熟悉了
[01:14:42] 正常隐是6米之内6米之外的平行光
[01:14:45] 6米之外
[01:14:46] 不用管它
[01:14:47] 成像正好在视网络
[01:14:48] 上方很清楚
[01:14:49] 那么近视也解答理解
[01:14:51] 轴性近视也轴上
[01:14:52] 太长了也轴
[01:14:54] 比别人长
[01:14:55] 上面是个冰棒球
[01:14:56] 下面是个
[01:14:57] 这个鞋子蛋
[01:14:59] 平行光进来之后叫的也在视网络前面
[01:15:01] 我怎么办
[01:15:02] 给你带个凹劲
[01:15:03] 把光线往开散一散
[01:15:05] 接着往后推
[01:15:07] 这是所谓的轴性近视
[01:15:10] 还一种
[01:15:11] 近视是什么呀
[01:15:13] 是眼轴正常
[01:15:14] 但照光能力太强了
[01:15:16] 听上去也趋光近视
[01:15:17] 这样的话就还不到时网了
[01:15:19] 听起来就聚焦了
[01:15:20] 因此到这地方听一个信息啊
[01:15:23] 其实近视有两种
[01:15:24] 轴性近视
[01:15:26] 和趋光近视
[01:15:28] 教材在文字描述上你注意
[01:15:30] 生理学是什么基础学科
[01:15:32] 有时候
[01:15:32] 包括病生这样一些准临床学科也是
[01:15:35] 老师们举例子的时候很狭隘
[01:15:38] 有些例子不是特别得当
[01:15:40] 我这不是批评同仁的意思
[01:15:41] 我也做基础的老师
[01:15:42] 我知道
[01:15:43] 为什么这样也感慨说
[01:15:45] 没有读过内科学的医学人生他并不完整
[01:15:48] 所以好多例子举出来不当
[01:15:50] 反而容易对小朋友产生误导
[01:15:52] 我这讲一下
[01:15:53] 近视其实两种一种是眼轴太长
[01:15:55] 像这谁头话的
[01:15:56] 叫轴性近视
[01:15:57] 遗传近视大多如此
[01:15:59] 一种是眼轴长得没有毛病
[01:16:01] 青少年一直他抱着东西
[01:16:03] 抱着手机屏播放
[01:16:05] 你看看
[01:16:06] 时间久了
[01:16:07] 接上体积疲劳
[01:16:09] 所以你生活中体会一下
[01:16:11] 一块肌肉疲劳了
[01:16:12] 是不能舒张还是不能收缩
[01:16:14] 你注意
[01:16:15] 你跑步跑个800米回来胳膊头疼得伸不直
[01:16:18] 有没有
[01:16:20] 不是弯步主是弯步怎么也伸不展
[01:16:23] 跑完步以后需要慢慢做个放松动作
[01:16:25] 一放松二放松三放松
[01:16:27] 放松瑜伽就是放松
[01:16:30] 所以肌肉疲劳之虎是精卵
[01:16:33] 而不是松弛
[01:16:35] 一旦一个年轻人啃东西
[01:16:37] 不开场不注意修行业
[01:16:39] 不注意势力保护
[01:16:40] 接上体
[01:16:41] 一直在精卵而不能舒张
[01:16:43] 那么血液在于一只松弛
[01:16:45] 血液在如果一只松弛就让他一直变得很
[01:16:49] 光线聚焦
[01:16:50] 就落到了失望往前面
[01:16:52] 这句话能跟上不
[01:16:53] 你这样接上体积精卵给你返回来看
[01:16:58] 现在舒张精卵
[01:17:00] 确认在十分松弛
[01:17:02] 经常体弹性是你往回说老年人就没这事了
[01:17:05] 今天没上气让你进食
[01:17:06] 他自己的弹性经常弹性很好
[01:17:09] 也没有人拉他
[01:17:10] 他就一直锁在一团
[01:17:12] 导致焦点
[01:17:13] 使劲往前拖
[01:17:14] 也都长得没毛病
[01:17:16] 能不能这样说
[01:17:17] 轴性近视是结构性的
[01:17:19] 轻声的近视
[01:17:21] 是功能性的
[01:17:22] 所以说不是说近视的治疗仪治疗效果好
[01:17:25] 是换个方法让你不要一直卡手机屏幕
[01:17:28] 眼球放松了
[01:17:29] 视力恢复了一些
[01:17:31] 是这个意思
[01:17:32] 所以听懂近视有两种
[01:17:35] 通俗的讲
[01:17:37] 在生理学乃至在别的学科中
[01:17:39] 如果近视有两种
[01:17:41] 其实远视咱们一般人
[01:17:43] 只有一种
[01:17:44] 叫轴性远视
[01:17:45] 脚踩在蚊子上是让你走春毛秋色
[01:17:47] 不用理他
[01:17:47] 通常咱们讲
[01:17:49] 近视有两种
[01:17:50] 功能性和结构性的
[01:17:51] 那么远视只有一种
[01:17:52] 轴性远视
[01:17:54] 我们讲科技就是说
[01:17:55] 我们每个人都是天生的远视眼
[01:17:58] 妈妈在生孩子时候孩子头很大妈妈产道横窄
[01:18:02] 产道这样为了便于封面的话头部都是被急便
[01:18:06] 像个西葫芦一样
[01:18:07] 脑袋给生下来之后的三个
[01:18:09] 天啊
[01:18:10] 咱们的颅骨又好好的
[01:18:12] 弹性往回缩
[01:18:13] 所以你某某到产科或生活中你看周围小朋友小宝宝刚生下来
[01:18:17] 要是把孩子放到床上你头不要来回换他
[01:18:21] 过半个月拿水一摸后脑勺少一半
[01:18:24] 颅骨太软头一直瞥着看妈妈或看电视
[01:18:28] 过两三天拿水一摸头就瞥了
[01:18:30] 所以这个孩子
[01:18:31] 放在床上睡觉时候
[01:18:32] 周一到
[01:18:33] 135
[01:18:35] 朝床的左边睡
[01:18:36] 246
[01:18:37] 朝右边睡
[01:18:38] 周日你跑着
[01:18:39] 这样头后把能睡平
[01:18:42] 你很快就懂得我说什么
[01:18:44] 这个偏
[01:18:45] 所以这样出生之后半年左右呀
[01:18:48] 脑袋长得重新圆的时候
[01:18:50] 咱们的远视眼慢慢就恢复了
[01:18:52] 人是这样贴身只能是远视的
[01:18:54] 为了便于封面也就是扁的
[01:18:57] 要扁的话平行光进来也跑到视网往后面去
[01:19:00] 所以刚才讲过远视眼能看见吗
[01:19:04] 麻烦是什么
[01:19:05] 麻烦是
[01:19:05] 即使看远雾他也需要调
[01:19:08] 所以这样听一下
[01:19:09] 正常人是
[01:19:10] 远雾只折不调
[01:19:13] 近雾
[01:19:13] 才是又折又调
[01:19:15] 远视眼的人因为眼周太短
[01:19:18] 即使看远雾
[01:19:19] 也需要调
[01:19:20] 能看清楚
[01:19:21] 那远视眼有麻烦没有一个是看远雾他也疲劳
[01:19:25] 他要调节了
[01:19:26] 一个是看近雾
[01:19:27] 眼周太短了
[01:19:28] 光线稍稍一散射
[01:19:30] 他就调不回来了
[01:19:31] 远视的根本麻烦是什么
[01:19:33] 近点
[01:19:35] 远移
[01:19:36] 因此刚才说的一句话说
[01:19:37] 远视近视
[01:19:39] 不看远点
[01:19:40] 看近点
[01:19:41] 近点近你的
[01:19:42] 是近视
[01:19:43] 他眼周长只要光线散射一点以后
[01:19:45] 正好往后走他舒服了
[01:19:47] 所以近视也就欢迎东西近点
[01:19:49] 远视也欢迎东西远点
[01:19:52] 拿太近看不见
[01:19:54] 所以
[01:19:55] 近视和远视
[01:19:56] 不看
[01:19:57] 远点
[01:19:58] 看近点
[01:20:00] 争取把这句话听懂
[01:20:01] 打在弹幕上
[01:20:04] 现在还有一种就是散光
[01:20:06] 散光是什么咱们的角膜呀
[01:20:08] 是正球体的球面
[01:20:09] 你脑补一下一个篮球和一个西瓜
[01:20:13] 你削一片下来
[01:20:14] 篮球这个正球体
[01:20:15] 从球面的任何一个点到球形的距离都相等
[01:20:19] 如果西瓜的话你从两边从南极北极你往这个池道这走
[01:20:23] 和从池道上往这个球形中间走
[01:20:25] 长度不一样
[01:20:26] 所以与其人野球长得遗传系的野球的不标准
[01:20:29] 他的角膜呀
[01:20:30] 不是整球体的球面
[01:20:32] 这样光线从不同角度
[01:20:33] 穿进来的时候
[01:20:35] 聚焦没法聚成一个点
[01:20:36] 经常把一个点聚成一条线
[01:20:38] 甚至一个面
[01:20:40] 这个叫散光
[01:20:42] 所以你要配散光劲的时候
[01:20:45] 这个镜片
[01:20:46] 需要辨别角度
[01:20:48] 放那个角度上才合适
[01:20:50] 而且从临床实践上看的话
[01:20:52] 年轻青少年的镜子大多数还带散光
[01:20:55] 散光的话
[01:20:57] 自然
[01:20:57] 把
[01:20:58] 镜势也咱们测视力
[01:21:00] 视力表呀
[01:21:01] 上一个
[01:21:03] 1.8的
[01:21:04] 自动调成1.6得了
[01:21:05] 散光自带
[01:21:07] 近视的
[01:21:08] 就这个意思
[01:21:09] 听过来就好
[01:21:10] 这是
[01:21:12] 正常眼调节和
[01:21:14] 眼的遮光异常
[01:21:17] 近视
[01:21:18] 远视
[01:21:18] 散光
[01:21:20] 刚才通过讲紧张体就讲了一下老花的概念
[01:21:22] 老花什么意思就是紧张体
[01:21:25] 失去了弹性回缩力
[01:21:26] 看近物的时候即使学人在松弛了
[01:21:29] 他也不慌回缩不慌回缩
[01:21:31] 东西拉的稍微近一点
[01:21:32] 就得跑到视网往后门去了
[01:21:34] 所以老花也在认为
[01:21:35] 看野物没毛病
[01:21:37] 麻烦在哪里
[01:21:38] 看近物
[01:21:40] 麻烦在看近物
[01:21:42] 这是老花的基本概念
[01:21:44] 实际上内部还有很多很细腻的知识
[01:21:47] 你还非得需要听完课读读书重新再听课再思考
[01:21:51] 才能慢慢想明白
[01:21:53] 就生存教材这个地方来说的话
[01:21:55] 远视近视散光老花
[01:21:58] 我阐述差不太多了
[01:22:00] 体会正常的
[01:22:01] 远悟的时候
[01:22:03] 只折不挑
[01:22:04] 近物时候
[01:22:05] 又折
[01:22:08] 现在这么会一点
[01:22:09] 咱们抓住不要动
[01:22:10] 往前走
[01:22:12] 远视近视散光老花
[01:22:13] 真正要学明白
[01:22:15] 其实不容易
[01:22:16] 其实挺难的
[01:22:19] 不管他了
[01:22:20] 大概这一块讲的就是所谓的
[01:22:22] 掩饰近物的三大调解
[01:22:25] 以及简单的看了一下
[01:22:27] 演的折光异常
[01:22:29] 近视远视
[01:22:31] 散光和老花
[01:22:33] 准备在演这一块咱们学两个内容
[01:22:35] 一个是演的折光
[01:22:37] 一个是演的感光
[01:22:39] 折光部分大概就这么多
[01:22:41] 咱们接下来应该
[01:22:42] 看
[01:22:43] 感光部分
