# 源音频：P09-生理学本科教学及考研基础课 p09 肌细胞的收缩1.m4a
# 时长：6571s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:08] 好,同学们,咱们接下来拿一个整段的时间来学一学细胞这一章第四节,肌细胞的收缩。
[01:04:24] 肌小节的结构
[01:04:25] 我这么拿手给你比划一下
[01:04:26] 俩人没往这画
[01:04:27] 在骨骼肌细胞内部
[01:04:31] 除了那一套肌丝
[01:04:32] 粗细肌丝结构以外
[01:04:34] 咱们一直说
[01:04:35] 一主一句老话
[01:04:37] 事情总是一分为二的
[01:04:39] 实际上骨骼肌细胞内部
[01:04:40] 除了肌丝
[01:04:41] 以后还有一套结构
[01:04:42] 叫肌广
[01:04:43] 也叫肌脂网
[01:04:44] 肌广也是两个结构
[01:04:46] 骨骼肌
[01:04:48] 有肌丝和肌广
[01:04:50] 肌丝有粗细肌丝
[01:04:51] 肌广有横广和纵广
[01:04:53] 你发现了没
[01:04:54] 事情总是一分为二的
[01:04:57] 横广
[01:04:58] Tuber
[01:05:01] 有广
[01:05:03] 有Tuber
[01:05:04] 纵广
[01:05:05] 纵向的Tuber
[01:05:08] 就是肌脂网
[01:05:09] 叫SR
[01:05:10] 所以纵广又叫做
[01:05:13] 纵型肌脂网
[01:05:14] 和连接肌脂网
[01:05:16] LSR
[01:05:17] GSR
[01:05:18] 连接肌脂网
[01:05:20] 在
[01:05:21] 在
[01:05:21] 生理学上
[01:05:22] 也叫中齿
[01:05:23] 我印象中
[01:05:24] 组合一圈
[01:05:24] 它叫钙齿
[01:05:25] 为什么我这样背的
[01:05:27] 因为这个纵广
[01:05:28] 两边这个膨大部分
[01:05:30] 叫中齿
[01:05:32] 中齿里边
[01:05:33] 还有非常丰富的钙
[01:05:35] 横广就不说了
[01:05:38] 一会儿再解释
[01:05:39] 纵广又封为
[01:05:40] 纵型肌脂网
[01:05:40] 连接肌脂网
[01:05:42] 纵型肌脂网上
[01:05:43] 找这钙奔
[01:05:44] 一会儿有用
[01:05:45] 连接肌脂网
[01:05:46] GSR
[01:05:47] SR
[01:05:48] 上面
[01:05:48] 内部有丰富的钙
[01:05:51] 到这儿
[01:05:52] 咱们精准一下
[01:05:53] 实际上
[01:05:54] 在正常生理学上
[01:05:54] 情况下
[01:05:55] 一个细胞
[01:05:56] 不光是五个基细胞
[01:05:57] 一个细胞内部
[01:05:58] 抛浆中的钙
[01:05:59] 浓度是相当低的
[01:06:01] 你学完这一章
[01:06:02] 应该有点印象
[01:06:03] 如果细胞膜两侧
[01:06:04] 钾浓度差三十来倍
[01:06:06] 钻浓度差十二三倍
[01:06:07] 实际上细胞膜内外
[01:06:09] 钙的这浓度差
[01:06:10] 足足一两千倍
[01:06:12] 教材又说
[01:06:13] 这会给你写数字
[01:06:14] 那个差别是
[01:06:15] 一两千倍的差别
[01:06:17] 注意
[01:06:17] 抛浆中没有钙
[01:06:19] 可不代表
[01:06:21] 细胞内部没有钙
[01:06:22] 细胞内部有很多细胞器
[01:06:24] 它们都会有
[01:06:24] 这你看到中池了
[01:06:25] 抛浆没有钙
[01:06:26] 中池我有呀
[01:06:28] 需要时候你说话呀
[01:06:30] 所以中池这么多钙钙嘛
[01:06:31] 在记录需要的时候
[01:06:33] 中池内部的钙
[01:06:34] 可以释放出来
[01:06:36] 这是要的
[01:06:37] 所以中池又叫钙池
[01:06:40] 看没有完
[01:06:41] 骨骼基细胞中
[01:06:43] 百分之八十的
[01:06:45] 横广T广
[01:06:46] 与其两侧的中池
[01:06:48] 共同构成一个著名的
[01:06:50] 三联广结构
[01:06:52] 所以你要听我别的版本
[01:06:53] 可我老说
[01:06:53] 骨骼基细胞
[01:06:54] 平滑基
[01:06:55] 三联二联一联广
[01:06:56] 三联二联一联广
[01:06:57] 骨骼基还有完整的
[01:06:59] 三联广结构
[01:07:00] 新基的结果不发达
[01:07:02] 新石基
[01:07:03] 新房基
[01:07:04] 它不发达
[01:07:04] 它重现是二联广
[01:07:06] 实际上平滑基细胞
[01:07:07] 那个机制网更不发达
[01:07:08] 所以为了对称性的说法
[01:07:10] 我起了个名字
[01:07:12] 把平滑基细胞叫什么
[01:07:13] 叫一联广
[01:07:14] 一个可能没法和人联
[01:07:15] 我意思只是一联广
[01:07:17] 意思只是想跟你说
[01:07:18] 平滑基细胞
[01:07:19] 那个机制网
[01:07:20] 最不发达
[01:07:21] 骨骼基细胞
[01:07:23] 是机制网最发达
[01:07:25] 横广纵广
[01:07:26] 三联广
[01:07:26] 中齿
[01:07:27] 盖齿
[01:07:28] GSR
[01:07:30] LSR
[01:07:31] 对了
[01:07:31] 先有这么个概念
[01:07:32] 那么GSR
[01:07:35] 像咱们刚才描述一样
[01:07:37] 它含有非常丰富的盖粒子
[01:07:38] 它比胞质就抛架中
[01:07:40] 高出了数千倍
[01:07:41] 而且膜上
[01:07:42] 那么多盖干网
[01:07:43] 你要释放
[01:07:44] 盖粒子是一个
[01:07:45] 无极盐粒子
[01:07:46] 在细胞这章第一节
[01:07:48] 咱们反复强调
[01:07:49] 带电的无极盐粒子
[01:07:50] 顺着电化系数
[01:07:52] 狂波转运
[01:07:52] 电化学是
[01:07:53] 能阻差
[01:07:55] 驱动力
[01:07:55] 电场力
[01:07:56] 通过它转运的时候
[01:07:57] 一般都是所谓的通道
[01:08:00] 易化扩散
[01:08:01] 所以实际上
[01:08:02] GSR上面长着
[01:08:04] 盖粒子的细胞通道
[01:08:05] 这个通道
[01:08:05] 咱们在做实验时候
[01:08:07] 有一种斯里兰卡
[01:08:09] 这是个南方一个
[01:08:10] 太平洋小道国
[01:08:11] 猛虎组织
[01:08:12] 斯里兰卡猛虎组织
[01:08:13] 一个恐怖组织
[01:08:14] 也不一定恐怖
[01:08:15] 我不好说
[01:08:16] 反正猛虎组织
[01:08:17] 小头老虎
[01:08:18] 它一个
[01:08:18] 这个小组织
[01:08:19] 斯里兰卡有一种植物
[01:08:21] 叫Renalding
[01:08:23] 这个单词叫
[01:08:23] Renalding
[01:08:24] 所以要理学
[01:08:26] 要把这个单词
[01:08:26] 翻译为雷诺丁
[01:08:28] 生理学上
[01:08:29] 也没有这样一个翻译
[01:08:30] 一般读的时候
[01:08:31] 我就读英文了
[01:08:32] Renalding Receptor
[01:08:34] 英文简称
[01:08:35] RYR
[01:08:37] 刚刚在前膜血脉
[01:08:39] L型钙通道
[01:08:40] 这个地方又来盖了
[01:08:42] 所以为什么通用血脉之后
[01:08:43] 就把自己盖那去了
[01:08:44] 这一阶里边到处是盖
[01:08:45] 你注意
[01:08:46] 在中齿上
[01:08:49] 中齿内部
[01:08:50] 还有封门的盖
[01:08:51] 叫盖齿吧
[01:08:51] 那么盖怎么能出来
[01:08:53] 对于一个释放通道
[01:08:54] 释放
[01:08:54] 它
[01:08:54] 释放盖的通道
[01:08:55] 当然叫盖释放通道
[01:08:56] 这个通道
[01:08:57] 咱们是在做实验的时候
[01:08:59] 发现
[01:09:00] 斯里兰卡那种植物界
[01:09:02] Renalding
[01:09:02] 能打开这个通道
[01:09:04] 所以把这个通道
[01:09:06] 就命名为
[01:09:07] RYR
[01:09:09] RYR
[01:09:11] 那么这个通道
[01:09:13] RYR
[01:09:14] 要想释放盖粒子
[01:09:18] 通道得打开
[01:09:20] 通道怎么打开的
[01:09:22] 就是咱们这一节
[01:09:24] 最大的知识
[01:09:25] 在骨骼基细胞上
[01:09:27] 注意
[01:09:28] 是会有的
[01:09:29] 骨骼基三种基细胞
[01:09:30] 骨骼基心肌平滑剂
[01:09:31] 在骨骼基细胞这
[01:09:33] RYR
[01:09:35] 和它对应的
[01:09:37] T管膜
[01:09:38] 或G膜上
[01:09:40] 有L型的盖通道
[01:09:42] L
[01:09:42] Type
[01:09:44] 盖的意思
[01:09:45] Casual
[01:09:46] Channel
[01:09:47] 这两个盖啊
[01:09:50] 一个是中齿膜上
[01:09:52] 释放盖的
[01:09:54] 雷诺丁受体
[01:09:55] RYR
[01:09:56] 这个受体怎么打开的
[01:09:58] 也不管它
[01:09:59] 这个受体
[01:10:00] 在空间上
[01:10:01] 针对着对面
[01:10:02] 就两人在这个窗户上
[01:10:04] 对面窗口有个人
[01:10:05] 两人列对着
[01:10:06] 在那互相看
[01:10:07] 摇摇相望
[01:10:07] 哈喽
[01:10:08] 爱拉回用
[01:10:08] 就得随着
[01:10:09] 那么很广博还找着谁
[01:10:11] 找着L型的盖通道
[01:10:13] 你还记不记得这一节同学
[01:10:15] 哪里借过L型钙通道
[01:10:16] 在神经急接头
[01:10:17] 接头前
[01:10:18] 好多天学到这
[01:10:20] 再也学不下去了
[01:10:21] 哪个这他妈哪个
[01:10:22] 该到处都是
[01:10:23] 该该该
[01:10:23] 该你们呀
[01:10:24] 傻了就
[01:10:25] 其实你不能急
[01:10:26] 我不是说傻了
[01:10:27] 我瞎说的
[01:10:27] 都有点病理
[01:10:29] 你注意一下
[01:10:30] 神经急接头
[01:10:31] 接头前
[01:10:32] 没有盖
[01:10:33] 那个盖怎么内流的
[01:10:34] L型钙通道
[01:10:35] 到骨骼肌细胞和横管膜上
[01:10:37] 还有盖
[01:10:38] 哪个盖
[01:10:39] L型钙通道
[01:10:40] 两次L型钙通道了
[01:10:41] 还没有吧
[01:10:41] 再看第三次
[01:10:42] 骨骼肌不但有肌丝
[01:10:44] 还有肌管
[01:10:44] 肌管的横管上面
[01:10:46] 有L型钙通道
[01:10:48] 纵管上面也有盖通道
[01:10:49] 但不是传统意义上
[01:10:50] 点L能控的
[01:10:51] 是个什么
[01:10:51] 是个能够被一个植物检
[01:10:53] 打开的盖通道
[01:10:55] 专门管释放中池的盖
[01:10:58] 这个盖的释放通道
[01:10:59] 叫R
[01:11:00] R
[01:11:01] 前膜的盖
[01:11:04] 横管的盖
[01:11:06] 中池的盖
[01:11:08] 是不是三个不同的通道
[01:11:10] 三个了
[01:11:12] 咱们看这个示意图
[01:11:16] 这叫骨骼肌细胞
[01:11:18] 有两套独立的肌管系统
[01:11:20] 一套所谓的横管
[01:11:22] 你看这有一个红色的
[01:11:22] 给你标注
[01:11:23] 实际上文字上
[01:11:24] 没有详细描述
[01:11:25] 在2018年
[01:11:28] 2019年考研
[01:11:29] 是我考一道题目
[01:11:31] 说这个中板文
[01:11:32] 你比方说
[01:11:32] 我这随便拿手
[01:11:33] 给你比划一个示意图
[01:11:34] 你不是这找个公
[01:11:35] 他作为一个刺激器
[01:11:37] 刺激中板周围的正常肌细毛毛
[01:11:39] 产生动作电位
[01:11:40] 结果考试问你说
[01:11:41] 这个肌细毛毛
[01:11:43] 在肌细胞表面的动作电位
[01:11:45] 怎么传到肌细胞的
[01:11:47] 深骨
[01:11:48] 传到里边去的
[01:11:50] 实际上你仔细研究才发现
[01:11:51] 这个横管呀
[01:11:52] 是什么
[01:11:53] 就是肌细毛毛的反折
[01:11:55] 什么意思
[01:11:56] 这个肌肉的细毛毛
[01:11:58] 长得并不是平滑的
[01:11:59] 它是皱皱遮遮的
[01:12:01] 有很多皱遮
[01:12:02] 往这边皱的这个区域
[01:12:04] 就叫横管
[01:12:05] 因此在这儿呀
[01:12:07] 不管书上文字怎么描述
[01:12:09] 我们一定掌握一个东西
[01:12:12] 横广就是机器网膜的一部分
[01:12:15] 而纵广是和机器网膜不连在一起的
[01:12:19] 它是分布在细胞内部
[01:12:21] 记录细胞内部呀
[01:12:22] 一套独立的管道
[01:12:23] 有所谓的LSR
[01:12:25] 你看和机器网这个纵轴平行
[01:12:29] 叫纵型机制网
[01:12:31] 另外和这个纵型机制网垂直分布的
[01:12:34] 大多数你看分布的是
[01:12:36] 指向这个横广的
[01:12:38] 所以这个地方是一头花的
[01:12:39] 也有一些GSR连接机制网
[01:12:42] 就指向机器网膜了
[01:12:44] 这个膨大部分就叫中齿
[01:12:47] 设想一下
[01:12:48] 这个上面就长着什么东西
[01:12:50] 长着RYR
[01:12:52] 那么咱们刚才说机器网
[01:12:54] 横广膜上长着L型钙通道
[01:12:56] L型钙通道在哪里
[01:12:57] 就在这些地方
[01:12:58] 这个地方比方说
[01:12:59] 这些地方就长着一些L型钙通道
[01:13:02] 所以L型点M孔改通道
[01:13:05] 长在横广膜上
[01:13:06] 而这个RYR长在GSR上
[01:13:11] 另外在神经肌肉接头
[01:13:12] 接头前膜上
[01:13:14] 在神经纤维细胞膜上
[01:13:15] 含长着点M改通道
[01:13:17] 所以地方咱们说
[01:13:18] 特别容易混
[01:13:19] 你想了好几个盖
[01:13:21] 这都什么玩意都是
[01:13:22] 不小心又一混
[01:13:23] 这一定很紧张
[01:13:25] 争辩一下
[01:13:26] 这个盖就把人盖了
[01:13:27] 盖聚能盖
[01:13:28] 盖空盖
[01:13:29] 新盖空盖
[01:13:30] 葡萄酸盖蓝皮盖
[01:13:31] 这各种盖比较烦人
[01:13:33] 把这个先放下
[01:13:34] 咱们往下看
[01:13:35] 嗯
[01:13:36] 往下
[01:13:36] 往下看
[01:13:38] 这都分别
[01:13:39] GSR值得这一顶
[01:13:40] LSR这一顶
[01:13:42] 刚才拿手笔划过
[01:13:43] 就写不说它了
[01:13:44] 对了
[01:13:45] 这个示意图看的应该更清晰一点
[01:13:48] 这是八年制第二版教材
[01:13:50] 我为老师写书时候这个示意图
[01:13:53] 所以这示意图我已经没有拿掉
[01:13:54] 没识得拿掉
[01:13:55] 你看这上面给你指着
[01:13:56] 这就是横广
[01:13:57] 这你发现横广就是什么
[01:13:59] 从这儿看
[01:14:00] 就是机器帮我往里边反折了一下
[01:14:02] 对了
[01:14:03] 它这还是机器帮我长的不光滑
[01:14:05] 它折进去在这边
[01:14:06] 弯弯曲曲的盖了一些管子
[01:14:07] 叫横广
[01:14:08] 那么两边这就是纵广
[01:14:10] 纵广你看有一些LSR
[01:14:12] 它和这纵广平行
[01:14:14] 另外这个LSR两头垂直的
[01:14:17] 和横广去摇摇相对的
[01:14:19] 就叫GSR
[01:14:20] 你看这儿标了个数
[01:14:21] 标了个名字
[01:14:22] 三列广
[01:14:23] 一条横广在中间
[01:14:24] 两边跨着两个中尺
[01:14:27] 这个横广模式
[01:14:28] 你从这儿比划一下
[01:14:29] 你不是这儿就叫做DM红
[01:14:30] 改通道
[01:14:31] L型DM红改通道
[01:14:33] 这个泡沫沫的这个上面
[01:14:35] GSR什么
[01:14:35] 就找着什么呀
[01:14:37] 找着
[01:14:37] 啊
[01:14:37] 啊
[01:14:37] 啊
[01:14:37] 啊
[01:14:37] 啊
[01:14:37] 啊
[01:14:38] 这里边一大堆的
[01:14:39] 你看这里边泡沫的
[01:14:40] 里边就全是钙
[01:14:41] 这个钙的浓度很高
[01:14:43] 比这个基丝呀
[01:14:45] 机管周围这个泡浆里边
[01:14:47] 钙浓度要高个一两千倍
[01:14:49] 甚至再多一点
[01:14:50] 另外这里边专门指的一些
[01:14:52] 你看这长在这个基约线位之间
[01:14:54] 这些东西就是线粒体
[01:14:55] 线粒体咱们学生化知道
[01:14:57] 这边进行这个电子链传递
[01:14:59] 是吧
[01:14:59] NEDPH这个东西
[01:15:01] 给细胞提供能量
[01:15:03] 可以理解为线粒体
[01:15:05] 就是一个细胞的
[01:15:07] 发生
[01:15:07] 发电厂
[01:15:08] 提供能量的
[01:15:10] 嗯
[01:15:10] 这么个样子
[01:15:11] 这一个是基约线位
[01:15:12] 基约线位里边你知道
[01:15:13] 一条基约线位
[01:15:15] 是有很多条粗细基丝构成的
[01:15:17] 甚至刚才讲说
[01:15:18] 一条粗细基丝周围
[01:15:20] 封布着六条细基丝
[01:15:21] 一条细细基丝周围
[01:15:23] 又封布着三条粗细基丝
[01:15:25] 这些维系结构没事干的时候
[01:15:26] 你扒拉扒拉
[01:15:27] 把它弄明白一点
[01:15:28] 反正还是那句话
[01:15:30] 基细胞是两套结构构成的
[01:15:32] 基丝和结管
[01:15:34] 基丝又封为粗细基丝
[01:15:36] 结管又封为横管和纵管
[01:15:39] 那么什么是横管
[01:15:40] 横管就是基细胞膜
[01:15:42] 基细胞膜在那拐了个弯
[01:15:43] 拐脚处拐了个弯
[01:15:46] 对了
[01:15:47] 一条横管
[01:15:48] 与它两边
[01:15:49] P0的两个JSR
[01:15:52] 联系记者网就中持
[01:15:54] 一条横管和两个中持
[01:15:56] 共同构成一个所谓的三联网结构
[01:15:59] 这样就清晰了
[01:16:01] LSR这一段
[01:16:03] JSR这一段
[01:16:04] 横管这一段
[01:16:05] 所以图画的
[01:16:06] 很形象
[01:16:07] 你看从这儿
[01:16:08] 把它扒了下来看
[01:16:09] 横管就这个样子
[01:16:10] 就是基细胞膜里边反折了一下
[01:16:13] 脑补一下那个画面
[01:16:14] 就像这个不锈钢的钢板
[01:16:17] 打了一个立体构架一样
[01:16:18] 类似那样
[01:16:19] 刚才咱们谈的是
[01:16:23] 谷歌基细胞内部的那套机制网
[01:16:25] 机管系统
[01:16:27] 实际上基础之所以能够收缩
[01:16:28] 咱们说基约线位里边
[01:16:29] 还有粗细基丝
[01:16:31] 那么基丝因为它的维系结构
[01:16:33] 基础收缩的原理
[01:16:34] 就像刚才反复在说一个
[01:16:36] sliding theory
[01:16:37] 这么一个基丝的话
[01:16:39] 理论
[01:16:39] 这个花形它怎么实现
[01:16:41] 它的结构基础
[01:16:42] 粗细基丝
[01:16:43] 先往下看第一个小部分
[01:16:45] 基丝的分子结构
[01:16:46] 粗基丝就基础蛋白
[01:16:48] 也叫基凝蛋白
[01:16:50] 马伊森
[01:16:51] 这个东西有时候背起来
[01:16:52] 特别费劲
[01:16:53] 这个上面长着横桥cos
[01:16:55] ridge
[01:16:55] 另外还有细基丝
[01:16:57] thin
[01:16:58] filament
[01:16:59] 也叫做
[01:17:01] 这里边有三个构成部分
[01:17:02] 肌动蛋白
[01:17:04] 也叫做基线蛋白
[01:17:05] acting
[01:17:06] 还有原基球
[01:17:07] 也叫原基凝蛋白
[01:17:09] 所以说
[01:17:09] 粗基丝叫基凝蛋白
[01:17:11] 细基丝里边有一个原基凝蛋白
[01:17:13] 但是主要构架是基动
[01:17:15] 也就是基线蛋白
[01:17:16] acting
[01:17:17] 嗯
[01:17:18] 另外还有一个东西叫肌钙蛋白
[01:17:20] 慢慢学医学越久
[01:17:22] 学医学时间长了
[01:17:23] 比方说我至少学过内核聚的心肌根死以后
[01:17:27] 肌钙蛋白这个词我再也忘不了了
[01:17:28] 五个肌细胞内部有肌钙蛋白
[01:17:30] 适量心肌细胞内部也有肌钙蛋白
[01:17:32] 对了
[01:17:33] 先不管它了
[01:17:34] 粗基丝是一个分子结构
[01:17:36] 基因蛋白
[01:17:37] 细基丝三个分子结构
[01:17:39] 机动
[01:17:39] 原基球
[01:17:40] 原基凝和
[01:17:41] 基盖
[01:17:43] 那么肌肉具体怎么收缩的
[01:17:45] 就在它那个名字
[01:17:46] 叫做横桥周期
[01:17:48] crossbridge
[01:17:50] 嗯
[01:17:51] saccharide
[01:17:52] 这么一个东西
[01:17:53] 什么叫横桥周期
[01:17:55] 实际上就是
[01:17:57] 粗基丝的横桥呀
[01:17:58] 拉动细基丝
[01:18:00] 向粗基丝的M线
[01:18:02] 去靠拢的过程
[01:18:03] M线
[01:18:04] 在这个地方
[01:18:04] 刚才我说这个图找不着
[01:18:06] 下个图在这
[01:18:06] 咱们先读一下网子啊
[01:18:08] 基次滑线理论
[01:18:09] 斯拉丁C二位
[01:18:10] 细基丝的基元蛋白
[01:18:12] 基元纤维
[01:18:13] 是由粗细
[01:18:14] 两组基丝
[01:18:15] 以及走形
[01:18:17] 走向平行的蛋白丝构成的
[01:18:20] 肌肉的缩短和生长
[01:18:22] 就是书章
[01:18:23] 均通过粗细基丝
[01:18:25] 在基间内部的相互滑动
[01:18:27] 而发生
[01:18:28] 不管输出前输出后
[01:18:30] 你脑补一下
[01:18:30] 或者是你拿手笔画一下
[01:18:32] 你看输出前
[01:18:33] 细基丝这么长
[01:18:34] 你让你也写着
[01:18:35] 乌拉拉克小尺子量一下
[01:18:36] 这么长
[01:18:37] 把它对一下
[01:18:37] 你看这个Z线
[01:18:38] 靠这去了
[01:18:39] 但是你注意
[01:18:40] 原来这个细基丝在这
[01:18:41] 你看Z线往M线靠多少
[01:18:44] 这么长
[01:18:44] 那么细基丝向M线
[01:18:47] 也靠多少
[01:18:48] 你注意
[01:18:49] 重叠成
[01:18:50] 刚才蒙子苗
[01:18:51] 在口头描述
[01:18:52] 原来在输章的时候
[01:18:54] 粗细基丝
[01:18:54] 刚刚搭了个边
[01:18:56] 现在你看细基丝
[01:18:57] 已经插到
[01:18:58] 快到M线附近了
[01:19:00] 现在你看
[01:19:00] 实际上你量一下
[01:19:01] 粗基丝就这么长
[01:19:02] 长度没有变
[01:19:03] 细基丝变了没有
[01:19:04] 也没变
[01:19:05] Z线变了
[01:19:06] 变Z线距离
[01:19:07] 不变细基丝的长度
[01:19:09] 它只是细基丝
[01:19:11] 向着粗基丝之间
[01:19:12] 插入而已
[01:19:13] 相对的滑动了一下
[01:19:15] 所以叫sliding
[01:19:16] sail
[01:19:17] 细基丝长度不变
[01:19:19] 这是咱们学生
[01:19:20] 学习的基本点
[01:19:20] 肌肉收缩的时候
[01:19:22] 不变细基丝的长度
[01:19:24] 但是会改变
[01:19:25] 肌小节的长度
[01:19:27] 这样的
[01:19:27] 那么像刚才文子
[01:19:31] 描述一下
[01:19:31] 一样
[01:19:32] 这个地方是图解
[01:19:34] 试一图画了一下
[01:19:35] 什么叫粗基丝
[01:19:37] 你看
[01:19:37] 粗基丝就是一个
[01:19:38] 咱们刚才说
[01:19:40] 积蓄蛋白
[01:19:40] 积蓄蛋白
[01:19:41] 有所谓的
[01:19:42] 这个杆状部
[01:19:43] 还有头部
[01:19:45] 有重点
[01:19:46] 两条重点
[01:19:47] 插在一起
[01:19:48] 另外
[01:19:48] 每一个重点的
[01:19:49] 这个头部这个地方
[01:19:50] 这个有一个
[01:19:53] 这个
[01:19:53] 应该叫拐弯
[01:19:54] 转这处
[01:19:55] 都有一组
[01:19:57] 青面
[01:19:58] 所以它实际上是
[01:19:59] 这个一段重点
[01:20:01] 一段重点
[01:20:01] 一段重点
[01:20:01] 和两段
[01:20:02] 青面
[01:20:03] 共同构成的
[01:20:05] 青面长在头端
[01:20:06] 这个地方
[01:20:06] 球状部
[01:20:07] 就是头部
[01:20:08] 和与它相连的
[01:20:10] 一小段杆状部
[01:20:11] 叫桥壁
[01:20:12] 这一小段
[01:20:13] 一起由基丝的
[01:20:15] 中间
[01:20:16] 向外伸出
[01:20:17] 什么意思
[01:20:18] 就像看这个视野图
[01:20:20] 这是这个整个
[01:20:21] 基丝的走形方向
[01:20:22] 那么地方
[01:20:23] 就像这个小豆芽一样
[01:20:24] 往外突出
[01:20:25] 突出的这一小块
[01:20:26] 就是
[01:20:27] 就是横桥
[01:20:28] Cross Bridge
[01:20:30] 就这样
[01:20:31] 它会
[01:20:31] 它突突出来
[01:20:32] 形成横桥
[01:20:33] 每条粗基丝上
[01:20:35] 伸出的横桥
[01:20:37] 大约有
[01:20:38] 300到400个
[01:20:39] 我把视野图拿回来
[01:20:40] 你再看一下
[01:20:43] 这一条粗基丝上
[01:20:44] 大约有三四百个
[01:20:46] 横桥
[01:20:47] 横桥不是只是
[01:20:48] 垂直向上向下
[01:20:49] 刚才藏伯认真说过
[01:20:50] 一条粗基丝落位
[01:20:52] 实际上是用
[01:20:52] 六条系列分布的
[01:20:53] 不用问
[01:20:54] 这个横桥呀
[01:20:55] 从这个杆上
[01:20:56] 往外长出的时候
[01:20:57] 就像六个花瓣
[01:20:59] 一个小花一样
[01:21:00] 主要向六个方向
[01:21:01] 延伸出来
[01:21:02] 它和旁边的稀奇丝
[01:21:03] 去接触
[01:21:04] 你没有稀奇丝的地方
[01:21:05] 你生出来是白身
[01:21:07] 所以三四百个呀
[01:21:08] 它指向六个方向
[01:21:09] 主要
[01:21:10] 那么横桥能干嘛
[01:21:12] 第一个它具有ATP的火性
[01:21:15] 就是个横桥呀
[01:21:16] 它用能力结合ATP
[01:21:18] 那么什么叫煤的火性
[01:21:19] 它结合ATP以后
[01:21:20] 它有能力
[01:21:22] 把ATP的能量拿出来用
[01:21:23] 就像前面咱们讲过
[01:21:25] 前面讲的
[01:21:26] 人体就有能力
[01:21:28] 把一个馒头里边的能量拿出来
[01:21:29] 把这个
[01:21:31] 食物的能量拿出来
[01:21:32] 变成生物能ATP
[01:21:33] 让人去运动
[01:21:35] 去跑步等等
[01:21:36] 那么汽车发动机就有能力
[01:21:38] 把汽油里边
[01:21:39] 用的化学都拿出来
[01:21:41] 转变成热能和机械能
[01:21:42] 让车就跑了
[01:21:43] 所以人和汽油
[01:21:45] 你是活不了的
[01:21:46] 你得吃食物
[01:21:46] 可反过来
[01:21:47] 一会儿吃个
[01:21:48] 这糕点这么好吃
[01:21:49] 为我的爱车吃一块
[01:21:50] 它也吃不了
[01:21:51] 所以这个爱车就有
[01:21:53] 汽油的这个能力
[01:21:55] 一个火性
[01:21:56] 人就有一个
[01:21:57] 食物能拿转化
[01:22:00] 三大物质代谢
[01:22:00] 这样的能量
[01:22:01] 横桥就有一个能力
[01:22:03] 什么能力
[01:22:04] 能把ATP的能量
[01:22:05] 转化成机械能
[01:22:06] 拉动机子化系
[01:22:08] 第二个
[01:22:09] 横桥还有一个功能
[01:22:10] 和肌动蛋白
[01:22:11] 机动的这个
[01:22:13] 咱们个字基本构架
[01:22:14] 也叫机械蛋白
[01:22:15] 和它去进行一个合力结合
[01:22:18] 机械蛋白去
[01:22:19] 我拉着它
[01:22:19] 啪擦
[01:22:20] 我M线拐一下
[01:22:21] 机械蛋白就说
[01:22:22] 这么摆动一下
[01:22:23] 摆动45度
[01:22:24] 横桥勾住吸气丝
[01:22:25] 走
[01:22:26] 走你
[01:22:27] 它拉一下
[01:22:28] 来去觉得距离不够
[01:22:29] 来再走你
[01:22:30] 再走你
[01:22:31] 它一步往前跑
[01:22:32] 是这样
[01:22:33] 促气丝是一个
[01:22:34] 胳膊和头部
[01:22:35] 一对重点
[01:22:36] 一对轻量
[01:22:37] 那么吸气丝
[01:22:38] 咱们知道是三个分子结构
[01:22:40] 肌动蛋白
[01:22:41] 也机械蛋白
[01:22:42] 基本的双流血构架
[01:22:44] 这双趴着一个细长条
[01:22:46] 像这个紫色这么一个
[01:22:47] 叫约基钉
[01:22:48] 也叫约基球
[01:22:49] 而约基钉上
[01:22:51] 一分子约基钉上
[01:22:52] 又长一分子的肌钙蛋白
[01:22:55] 这个是一通化的很形象
[01:22:57] 像一串小葡萄一样
[01:22:59] 一个肌钙蛋白
[01:23:00] 是三个亚单位构成的
[01:23:02] 三个亚单位
[01:23:03] C
[01:23:04] C
[01:23:04] ,T,I
[01:23:05] 三个亚单位
[01:23:07] 这个水土化的比较粗糙
[01:23:09] 还有化的更细腻的
[01:23:11] 这个就更细腻了
[01:23:13] 促气丝
[01:23:14] 你看这个干耳部
[01:23:15] 是吧
[01:23:15] 头部
[01:23:16] 重量
[01:23:17] 轻量
[01:23:17] 积蓄蛋白
[01:23:18] 那么B图是吸气丝
[01:23:20] 肌动蛋白
[01:23:21] 你化的很清楚
[01:23:22] 肌钙蛋白
[01:23:23] 约基钉蛋白
[01:23:24] 这个里边是什么呀
[01:23:26] 这就是
[01:23:26] A图B图
[01:23:28] 促气丝吸气丝
[01:23:29] C图
[01:23:29] 就是横桥
[01:23:30] 和肌动蛋白结合的这个水土
[01:23:33] 结合上去了
[01:23:34] B图
[01:23:35] 收缩
[01:23:35] 你看这横桥室和纵轴是垂直的
[01:23:38] 这个地方怎么样
[01:23:39] 就往回摆了
[01:23:40] 摆了45度
[01:23:41] 摆摆摆
[01:23:43] 不像小刷子一样
[01:23:44] 那刷子刷了东西
[01:23:45] 这下有个脏东西
[01:23:46] 扫一扫
