# 源音频：P15-生理学本科教学及考研基础课 p15 血液生理终章-血液凝固和血型.m4a
# 时长：4774s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,上节课实际上咱们是谈了两个小话题,血小板的生理和生理性止血。
[01:07:55] 先能救人一命
[01:07:57] 回头码码我再弥补这些东西
[01:07:59] 少量
[01:08:00] 缓慢输入
[01:08:01] 要是输洗涤或浓缩红细胞
[01:08:04] 就更安全了
[01:08:05] 这样听一下
[01:08:07] A型血抗B,B型血抗A
[01:08:09] O型血抗A也抗B,它没有抗A,它谁也不怕
[01:08:12] A,B型血因为它上面既有A抗A也抗B
[01:08:15] 谁也不敢抗
[01:08:15] 抗谁它也不对
[01:08:17] 所以说O型血
[01:08:18] 得谁抗谁
[01:08:19] A,B型血是
[01:08:20] 看见谁它也不敢抗
[01:08:23] 嗯
[01:08:24] 但里边还有小号份,A2型的话
[01:08:27] 它就会有一个多出一个东西
[01:08:28] 抗A1,这个一般
[01:08:30] 咱们听过就完事了
[01:08:32] 所以这儿不一定能一下背会A1和A2
[01:08:36] 但你至少知道A是有A1,A2这个概念你得知道
[01:08:40] 因为这个概念决定我给人输血时候
[01:08:44] 不仅仅是A型数,A型B型数
[01:08:46] 不仅仅是
[01:08:46] A型和A型数
[01:08:47] 你得随时交叉一下
[01:08:49] 看看它是A1还是A2
[01:08:51] 要不然的话容易发生
[01:08:52] 密集反应
[01:08:53] 这个样子
[01:08:54] 听过它就OK了
[01:08:57] 可见我直接翻过去啊
[01:08:59] 可见直接翻过去
[01:09:01] 决定A,B,O旋律系统的各种表现性来是血性基因
[01:09:05] A基因和B基因就是血性基因
[01:09:07] O的话它是隐性基因
[01:09:09] 那么根据这个血性基因的遗传规律,就听到物识,这儿不用纠结
[01:09:13] 没有人在拿这个血性FB是不是亲子,亲子早就用什么BH玩的
[01:09:18] 做解决
[01:09:19] 亲子判断
[01:09:20] 这个早期的时候可见,比较早另外
[01:09:22] 这是一个传统理论,听一下就OK了
[01:09:24] 根据显性的遗传规律可以推断子女的血性
[01:09:28] 但只能做否定的
[01:09:29] 参考依据
[01:09:30] 不能做出肯定
[01:09:33] 能否,不能肯
[01:09:34] 对了
[01:09:35] 血性的抗原抗体并非同时发生,这是咱们平时要讲的
[01:09:39] 刚才说A,B,O的血性系统
[01:09:42] A型抗B,B型抗A,A,B型
[01:09:44] 不敢抗,O型血得是抗死,这些情况
[01:09:47] 叫RGM天然抗体
[01:09:49] 我一直在前面还讲一句话
[01:09:51] 生理盐水不生理
[01:09:53] 天然抗体
[01:09:54] 不天然
[01:09:55] RGM什么时候来的,看一下
[01:09:58] 佩特哈奇的红细胞上就可以解释到
[01:10:00] 抗A和B了
[01:10:01] 但是抗体却在出生后
[01:10:03] 两到八个月慢慢长出来的
[01:10:05] 八到十岁达到高峰
[01:10:07] 为什么抗体在出生以后
[01:10:09] 才发生
[01:10:10] 发生原因上帝拿去产
[01:10:13] 但是肯定一下
[01:10:14] 这个孩子新生儿刚出生的时候
[01:10:15] 他并没有抗体
[01:10:17] 对了,有抗原没抗体
[01:10:19] 可能因为某些肠道细菌,食物成分
[01:10:22] 具有ABO
[01:10:25] 红细胞
[01:10:26] 表面上
[01:10:27] 相应的或相同的抗原决定素
[01:10:30] 能够刺激正对自己所缺失的抗原
[01:10:33] 产生可能有可能是这样的
[01:10:34] 所以这样的话,新生儿的脐带血
[01:10:37] 他没有含抗体
[01:10:39] 这一二十年,这两年没有人提倡了,一二十年以前人们突然做了个项目
[01:10:43] 说脐带血流存,脐带血中没有抗体呀
[01:10:46] 正对红细胞,正对白细胞都没有,HLA,MHC都没有,都没有
[01:10:49] 一旦将来需要做干细胞移植
[01:10:52] 用自己留存的
[01:10:54] 库存的脐带血
[01:10:55] 提取干细胞给自己输布
[01:10:57] 这个项目这十多年
[01:10:59] 没问题,我读博士在零几年时候那会好下横火
[01:11:02] 有时候人们花二三十万储存下
[01:11:04] 后面是要做这个商业项目
[01:11:06] 到底意义有多大,在这一块
[01:11:09] 科研上没有追踪
[01:11:11] 但是这个说法成立
[01:11:12] 说法其实成立的,你要注意
[01:11:14] 说法成立的事情放在临床实践上
[01:11:17] 有很长段路要走
[01:11:18] 人有
[01:11:19] 有时候有时候不小心,总是被一些抽象跟人家炒作的
[01:11:23] 一塌糊涂,咱们也不专门学专业,一听一蹦
[01:11:26] 一挑一惊一乍
[01:11:27] 能储存起来血,20万我值了,我扔了
[01:11:30] 就这个样子
[01:11:33] 不管怎么样,这听一下
[01:11:35] 天然抗体可不是天生就有的,后来长出来的
[01:11:38] 抗体成分RGM
[01:11:40] 如果ABO血型的抗体是RGM
[01:11:42] RH刚才说是RGG
[01:11:44] 对了
[01:11:44] RGM分子量比较大
[01:11:46] 难以通过胎盘
[01:11:48] 这句话针对RGG
[01:11:49] RGG
[01:11:50] 太爬去南北
[01:11:51] 这句话写到这目的
[01:11:53] 是给你引出来RH血型
[01:11:55] 和ABO血型的
[01:11:57] 不同之处
[01:12:01] ABO
[01:12:02] 是RGM
[01:12:03] 天然抗体
[01:12:05] RH
[01:12:05] 是免疫抗体
[01:12:06] RGG
[01:12:07] 太爬去南北
[01:12:10] 血型界能太简单,我就说了
[01:12:12] 直接说RH
[01:12:14] 人类红血维摩尔上有C、B、E,六种抗原
[01:12:17] 其中B抗原的
[01:12:19] 抗原性最强
[01:12:20] 所以这样的话咱们就有一个新的划分
[01:12:23] 有D抗原的我们称之为RH阳性
[01:12:26] H阴性大概99%
[01:12:28] 没有D抗原的称之为RH阴性
[01:12:30] 有些苗族
[01:12:31] 塔塔二族
[01:12:32] 12%、16%一直降
[01:12:33] 有些少数族,特别是中亚州五国
[01:12:36] 斯坦国
[01:12:37] 他们的阴性比较高
[01:12:39] 那么这一型
[01:12:40] 一个是抗体的成分
[01:12:42] 和ABO血型不一样,第二个注意,这要强调一下
[01:12:47] 实际上
[01:12:48] 在人体的血清中
[01:12:49] 不存在天然的
[01:12:51] RGG抗体
[01:12:51] 这个
[01:12:53] 抗体
[01:12:54] 后面什么时候来的
[01:12:55] 一定是一个RH阴性血的人
[01:12:59] 后天接受
[01:13:01] 不同的血型,RH阳性血的
[01:13:04] 血的刺激
[01:13:05] 后天才产生出来的
[01:13:07] 通过体液免疫
[01:13:09] 产生
[01:13:09] RGG型的
[01:13:11] 抗RH抗体
[01:13:12] 你要不刺激它
[01:13:13] 它从来不产生
[01:13:14] 所以什么刚才说这一节一开始说句话说,这一节要学会一个什么呀
[01:13:18] 妈妈生孩子的小故事
[01:13:19] 在这听一下故事
[01:13:20] 如果妈妈是RH阴性
[01:13:23] 胎儿是RH阳性
[01:13:24] 妈妈体内原来没有这个RGG
[01:13:27] 针对RH的RGG没有
[01:13:29] 但是在胎儿妈妈长大五六个月的时候
[01:13:32] 难免在胎白屏障,它是肉胎不是不锈钢
[01:13:36] 所以难免有时候偶尔有几个胎儿的
[01:13:39] 红细胞呀
[01:13:40] RH阳性的红细胞
[01:13:41] 会逆流而上,穿过胎白屏障
[01:13:44] 会到母体内
[01:13:45] 母体本身RH阴性的
[01:13:46] 它没有这种抗原
[01:13:48] 那么抗原进到妈妈体内会刺激它
[01:13:50] 它一看这什么,它当义务
[01:13:51] 它就产生抗体
[01:13:53] 它就把这几个小红细胞给它杀掉
[01:13:55] 这样的话
[01:13:56] 在孩子的红细胞逆流而上
[01:13:59] 回到妈妈体内的时候,一定注意
[01:14:01] 一定是RH阴性的妈妈
[01:14:03] RH阳性的胎儿
[01:14:05] 别的故事不会发生
[01:14:07] 一定发生在
[01:14:08] 阴性妈妈和阳性胎儿之间才会发生
[01:14:11] 这样的话,妈妈体内因为孩子的红细胞反复刺激
[01:14:14] 它就针对着RH阳性呀
[01:14:16] 产生了抗体
[01:14:17] 抗体也是浓度低还不要紧
[01:14:20] 抗体低对,如果大你体会一下
[01:14:22] 这是什么抗体
[01:14:23] 这是RH
[01:14:24] 免疫缺蛋白
[01:14:25] 这个缺蛋白
[01:14:26] 能穿过胎盘屏障
[01:14:28] 分子量小
[01:14:29] 穿过去以后在妈妈体内没事,妈妈红细胞膜上没有抗原
[01:14:33] 但一旦通过胎盘回溯到胎儿体内
[01:14:35] 胎儿红细胞是
[01:14:37] 是有抵抗原的
[01:14:39] 那么妈妈体内产生了针对抵抗原的RH以后
[01:14:42] 回到胎儿体内
[01:14:43] 和孩子的红细胞膜发生反应,抗原抗体反应
[01:14:46] 胎儿就允许
[01:14:48] 就死胎活流产了
[01:14:50] 随着要体会它
[01:14:51] 要是在婚前检查发起RH一样
[01:14:53] 阴性的话
[01:14:54] 那么妈妈怀孕时候要注意看胎儿
[01:14:57] RH阳性还是阴性,这个很重要
[01:14:59] 这个不小心你要不加处理
[01:15:01] 或者有时候就是处理也不是特别好避免
[01:15:04] 容易发生死胎
[01:15:05] 活流产
[01:15:06] 因此第四节咱们
[01:15:08] 知识很简单
[01:15:09] 第一个想讲一下为什么要
[01:15:11] 同性相术还有交叉配血
[01:15:13] O型血道得算不算万能工学者客观上讲这个事实
[01:15:17] 第二个咱们要知道一个基本概念
[01:15:20] 临床上
[01:15:21] 给人出血性报告的时候
[01:15:22] 按卸载标准
[01:15:23] 出了ABO以后同时出个RH
[01:15:26] 做一个报告
[01:15:28] 两条途径同时走
[01:15:30] 因为这两个途径啊
[01:15:31] 抗体成分不一样
[01:15:33] 血清宫一种是RGM
[01:15:35] 一种是RGG
[01:15:36] 一个是天然抗体
[01:15:38] 一个是免疫抗体
[01:15:39] 所以RH阴性的妈妈
[01:15:41] RH阳性的胎儿
[01:15:42] 容易发生问题
[01:15:43] 有时候讲课我总开马小说
[01:15:45] 大概RH阴性的妈妈怀孕的时候
[01:15:48] 孩子RH阳性最后流产或死胎了
[01:15:51] 这大概是这个世界上网上有个词叫作丧
[01:15:54] 不作就不会死
[01:15:55] 妈妈体内原本是没有抗体的
[01:15:57] 就是怀孕这个胎儿
[01:15:59] 鼓导着妈妈体内产生抗体
[01:16:00] 这个抗体对妈妈没反应
[01:16:02] 孩子找妈妈要抗体
[01:16:04] 妈妈给了孩子抗体
[01:16:06] 孩子被抗体给整死了
[01:16:08] 孩子找妈妈要抗体
[01:16:09] 把自己给搞死
[01:16:11] 作死作死
[01:16:12] 就是这么一个概念
[01:16:13] 临床实践上的话是这样
[01:16:15] 有时候这种情况
[01:16:17] 肯定是可观存在的
[01:16:18] 那么生完孩子或者是孩子流产过
[01:16:20] 还能不能再怀孕
[01:16:22] 一定要产科做咨询
[01:16:24] 测一下这个抗体的低度
[01:16:26] RH的低度
[01:16:27] 低度太高的话
[01:16:28] 得处理比如免疫吸附呀
[01:16:30] 或者是过段时间清除呀等等一些方法
[01:16:33] 但肯定
[01:16:34] 这是一个问题
[01:16:35] 这是个problem
[01:16:36] 临床是要引起关心的
[01:16:38] 再说一遍
[01:16:39] RH阴性的妈妈
[01:16:41] RH阳性的胎儿才有这个问题
[01:16:43] 如果RH阳性妈妈就没这事了
[01:16:45] 为什么
[01:16:46] 妈妈是阳性妈妈不会产生抗体
[01:16:49] 所以不担心
[01:16:50] 因为妈妈不产生抗体
[01:16:51] 孩子爱什么
[01:16:52] 什么
[01:16:52] 她都进不了体内
[01:16:53] 进不去也没事
[01:16:54] 进不去
[01:16:55] 因为RH阳性的妈妈
[01:16:57] 是不会产生RH抗体的
[01:17:00] RH抗体
[01:17:03] 天然抗体
[01:17:05] 免疫抗体
[01:17:06] 今天这是一节本科的生理学的课程
[01:17:09] RH我就不特别谈了
[01:17:11] 但实际上慢慢你去读书
[01:17:12] 这十年来你发现内科学的发展最大一波
[01:17:15] 就在RH
[01:17:16] RH讲了有很多话说
[01:17:18] 即是病理学也是如此
[01:17:20] 实际上这是讲了一个ABO的RH
[01:17:22] RH的RH
[01:17:23] 你慢慢说
[01:17:24] 在多病理学包括特别是内外科学器官医治者会发现
[01:17:28] 你拿比方说一个慢性肾脏病的患者
[01:17:31] 故所甚
[01:17:32] 我们这在学生理学知道
[01:17:33] 肾脏出了尿生成以后
[01:17:35] 肾脏含具有强大的
[01:17:37] 内蜂蜜管
[01:17:39] 它要产生
[01:17:41] EPO
[01:17:42] 肾素
[01:17:43] 和活化的V3
[01:17:45] 所以长期慢性的肾脏病的患者呀
[01:17:47] 一定会肾性贫血
[01:17:49] 肾性高血压
[01:17:50] 肾性骨病
[01:17:51] 那么这样的话病人持续在贫血怎么办
[01:17:54] 往往在临床上需要给别人反复输入全血
[01:17:57] 或血细胞
[01:17:59] 这样反复输入过程中
[01:18:01] ABO血型
[01:18:02] ABO的血型
[01:18:04] 在反复接受输入血液的时候
[01:18:06] 也会针对ABO产生免疫性的抗体RGG
[01:18:11] 所以RGG不仅仅是局限在RH血型
[01:18:15] 咱们都ABO的话
[01:18:17] 咱们正常情况下没事
[01:18:19] 如果一个人反复接受血液压本的刺激
[01:18:22] 就可能针对ABO产生RGG性抗体
[01:18:24] 这种抗体
[01:18:25] 在加拿大做肾移植
[01:18:27] 就会发生所谓的
[01:18:28] 超脊性
[01:18:30] 排异反应
[01:18:31] 可不是肾移植排异,注意啊
[01:18:34] 主语不是毛病
[01:18:36] 病理才是问题
[01:18:37] 哪个排异反应
[01:18:38] 超脊性
[01:18:41] 是患者体内育存的
[01:18:44] RGG性抗体
[01:18:46] 免疫抗体
[01:18:47] 针对移植物
[01:18:48] 产生超脊性免疫反应
[01:18:50] 那么这个肾脏移植上去过一会儿几分钟
[01:18:52] 在输入的海上
[01:18:53] 肾脏就死掉了
[01:18:55] 叫超脊性排异
[01:18:56] 非常
[01:18:57] 危害非常大
[01:18:58] 这我就不特别啰嗦
[01:19:02] 所以学业这一章第四节东西不多
[01:19:05] 一个是血型
[01:19:06] 一个是数学原则的
[01:19:08] 同行相疏
[01:19:09] 交叉培训
[01:19:10] 再加一个
[01:19:11] 妈妈生孩子的小故事
[01:19:13] 这样的话这一次本科教学的学业这一章就结束了
[01:19:16] 结束完了以后
[01:19:17] 一会儿同学们从感觉器官这开始录
[01:19:20] 感觉器官
[01:19:21] 接着是神经系统
[01:19:22] 大章节我录完之后回头妈妈再去录
[01:19:25] 消化能带一些小的章节
[01:19:28] 咱们感觉器官的课堂再见
