# 源音频：P24-生理学本科教学及考研基础课 p24 循环-调节.m4a
# 时长：5777s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,这样咱们就接下来安心的读一下心血管活动调节。
[01:04:30] 嗯,
[01:04:30] 心血管的调节,
[01:04:32] 神经调节这一块,
[01:04:33] 重点是一个,
[01:04:34] 著名的斗功反射,
[01:04:36] 就是减压反射,
[01:04:37] 这个一定要掌握,
[01:04:38] 剩下化学感受反射,
[01:04:40] 容量感受反射,
[01:04:41] 要熟悉,
[01:04:42] 要读过,
[01:04:42] 就完事儿,
[01:04:44] 心血管的神经调节就这么多,
[01:04:46] 咱们接下来看第二大块,
[01:04:47] 心血管的贫业调节,
[01:04:50] 嗯,
[01:04:51] 好,
[01:04:52] 同学们,
[01:04:52] 咱们接下来看这个贫业调节,
[01:04:55] 所以整个循环系统呀,
[01:04:56] 它的篇幅在生理学中的篇幅非常大,
[01:04:59] 比如说一想这个循环系统,
[01:05:01] 头就大,
[01:05:02] 一直又不敢往下学习,
[01:05:03] 神经调节吧,
[01:05:04] 主要讲了三个反射,
[01:05:06] 其中重点是一个,
[01:05:08] 抖功反射,
[01:05:09] 可能还稍微简单一点,
[01:05:11] 贫业调节实际范围广,
[01:05:12] 所以说同学一听到贫业调节,
[01:05:14] 就老是理不清线索,
[01:05:16] 这块里边咱们是分几个模块来学习的,
[01:05:19] 有关心血管活动的贫业调节,
[01:05:21] 第一个模块,
[01:05:22] 就是著名的RAS系统,
[01:05:24] 全称应该叫做肾素,
[01:05:26] 细胞解囊素和缺骨酮系统,
[01:05:28] 所以用的叫RAS,
[01:05:30] 用的叫RAS,
[01:05:31] 这倒无所谓,
[01:05:31] 那么咱们接着按照顺序来走,
[01:05:34] 就是第一组掀开RAS系统,
[01:05:37] 第一块解囊素是怎么回事,
[01:05:39] 这实际上是整个的一个,
[01:05:41] 应该叫一个系统性的一个,
[01:05:43] 指出的叫序列性的知识,
[01:05:46] 人体最早的时候在解囊素系统里边,
[01:05:48] 是需要解囊素原,
[01:05:49] 这是肝脏合成的一个物质,
[01:05:51] 这个东西啊,
[01:05:52] 在来自于肾脏的进出细胞,
[01:05:54] 也就是球膀的细胞,
[01:05:56] 它释放的这个肾素,
[01:05:58] 所以好多学医学好多年老弄不明白,
[01:06:00] 肾素这条小菜的说法,
[01:06:02] 肾素是个什么东西,
[01:06:03] 肾素并不是个激素,
[01:06:05] 说肾素啊,
[01:06:06] 你说素是个生长激素,
[01:06:08] 胰岛素,
[01:06:09] 假如是素,
[01:06:09] 素就激素,
[01:06:10] 不是,
[01:06:11] 肾素是个什么啊,
[01:06:12] 就是个酸性的蛋白水解酶,
[01:06:15] 它起了这么个名字,
[01:06:17] 所以你要注意,
[01:06:17] 肾素不是激素,
[01:06:19] 肾素是个酶,
[01:06:20] 哎,
[01:06:20] 你把它关门背一下,
[01:06:21] 要不一会儿就有原因了,
[01:06:23] 它能干嘛,
[01:06:24] 水解酶呗,
[01:06:25] 它把这个解囊素原啊,
[01:06:26] 就解决成一个什么,
[01:06:27] 解囊素一了,
[01:06:29] 解囊素一,
[01:06:30] 解囊素一既然还没有完,
[01:06:31] 解囊素一在转换为ACE作用下,
[01:06:34] 这ACE这一般叫做肺活状目标以下,
[01:06:37] 主要的作用部位在肺血肝,
[01:06:40] 所以今年的新冠肺炎,
[01:06:41] 2020年这一次,
[01:06:42] 有人在这方面做了很多研究,
[01:06:44] 我们国人的肺泡二性上皮,
[01:06:47] 在呼吸里边学过,
[01:06:48] 比方说呼吸物质二性上皮,
[01:06:50] 我们的国人,
[01:06:51] 汉族人群的二性上皮,
[01:06:53] 它的ACE的表达密度,
[01:06:55] 一般比欧美国家的密度要高四倍,
[01:06:57] 咱们有时候新冠病毒在早期的时候,
[01:07:00] 针对中国人,
[01:07:02] 这话还真是从生物学上找到依据,
[01:07:04] 当然我只是指讲科学家,
[01:07:06] 我们读到的一些专业文献,
[01:07:08] 没别的意思,
[01:07:09] 咱们密度高,
[01:07:10] 后面人们发现肺脏里边密度就过高了,
[01:07:13] 但是好像还没有肾脏高,
[01:07:15] 肾脏密度高,
[01:07:15] 还没有谁高,
[01:07:16] 还没有搞玩儿高,
[01:07:18] 所以说老开玩笑,
[01:07:19] 说新冠肺炎之后的一些麻烦,
[01:07:21] 是不是将来会影响到男性的生殖,
[01:07:27] 这方面文章已经有人报道,
[01:07:29] 最后将来的结果怎么样,
[01:07:30] 得拿时间去验证它,
[01:07:32] 作为老师,
[01:07:33] 我这不敢随便给结论,
[01:07:34] 我这要作为老师给结论是什么呀,
[01:07:37] 这个紧张素转化酶很好玩,
[01:07:38] ACE,
[01:07:39] 结果在RAAS系统,
[01:07:41] 紧张素系统内部它叫ACE,
[01:07:42] 但是要去基态换基态里边,
[01:07:44] 基态和换基态系统里边,
[01:07:46] 就叫什么呢,
[01:07:47] 就叫基态酶二,
[01:07:48] 所以这个酶在这一定提醒一下,
[01:07:50] 紧张素转化酶在促成紧张素二生成同时,
[01:07:55] 也会促成换基态的降解,
[01:07:59] 在降解输血管物质,
[01:08:01] 同时促成缩血管物质形成,
[01:08:05] 它在收缩两类不同的激素之间,
[01:08:08] 起一个平衡作用,
[01:08:11] 静下来体会,
[01:08:12] 我要给病人吃一个ACEI,
[01:08:15] 叫转环酶抑制剂,
[01:08:16] 一个经典的假牙药卡托普利,
[01:08:18] 吃完它之后呀,
[01:08:20] 它就会抑制紧张素,
[01:08:21] 一下紧张素二转化,
[01:08:23] 设想一下,
[01:08:24] 这个ACE同时还叫做换基态,
[01:08:27] 基态酶二,
[01:08:28] 它能抑制紧张素的生成,
[01:08:30] 就能缓解,
[01:08:31] 缓解它的降解,
[01:08:34] 就把缩血管效应变成输血管效应了,
[01:08:37] 这个意义上三文医师说,
[01:08:39] 紧张素二还没有这个假牙药ACEI,
[01:08:42] 与跟它相似的ARB,
[01:08:44] 有哈泰协查的感比起来,
[01:08:46] 我们世界上临床上,
[01:08:48] 更愿意给病人选择ACEI卡托普利,
[01:08:51] 因为这个药物,
[01:08:52] 不但能够减少缩血管物质生成,
[01:08:55] 降低外周阻力,
[01:08:56] 降压效果很好,
[01:08:57] 还能同时促进体内,
[01:08:59] 输血管物质,
[01:09:01] 不要降解,
[01:09:01] 让缩血管物质少一点,
[01:09:04] 同时让缩血管物质缓解太多一点,
[01:09:07] 对人的好处,
[01:09:09] 也比那个洛沙坦ARB效果更好,
[01:09:12] 讲这番话,
[01:09:13] 我是刻意的,
[01:09:14] 刻意的意思,
[01:09:15] 不是让你在这背药,
[01:09:16] 你觉得要了以后才会背药,
[01:09:17] 让你听一下,
[01:09:18] ACEI又叫做基态酶二,
[01:09:22] RAS在这一节,
[01:09:25] 与基态缓解态系统,
[01:09:27] 是一套动态平衡,
[01:09:28] 阴阳的,
[01:09:30] 那么紧张素二,
[01:09:31] 进一步在按基态,
[01:09:32] 缩基态,
[01:09:33] 美职业作用下,
[01:09:34] 还能进一步降级紧张数三,
[01:09:35] 所以教材这跟你写啊,
[01:09:37] 这个紧张数二是点下的一个八态,
[01:09:39] 再往下走的话,
[01:09:40] 如果把第一个S三切掉,
[01:09:42] 二三四五六七八乘七态了,
[01:09:44] 叫紧张数三,
[01:09:45] 有时候你要再蒙一些,
[01:09:47] 你比如说缩基态,
[01:09:48] 美作用下,
[01:09:49] 把第八个S三切掉了,
[01:09:50] 就紧张数一到七,
[01:09:53] 紧张数四,
[01:09:54] 所以咱们在教材上能给出来的结论是,
[01:09:58] 在这套系统中,
[01:09:59] 最主要的生活性度,
[01:10:01] 紧张数二,
[01:10:02] 就是你看到RAS的作用,
[01:10:03] 主要都是紧张数二实现的,
[01:10:05] 而且这个二后面要讲,
[01:10:07] 这个二不但能够缩缩广,
[01:10:09] 还有一定的促进缺骨酮释放的功能,
[01:10:12] 但是紧张数二和紧张数三比一下,
[01:10:16] 比如都拿一克出来,
[01:10:17] 同等同等情况下,
[01:10:19] 紧张数三的处缺骨酮作用强,
[01:10:22] 紧张数二的缩缩广效应强,
[01:10:25] 所以有关这个话题,
[01:10:27] 从十态到九态,
[01:10:29] 到八态,
[01:10:30] 到七态,
[01:10:30] 这一套整个的化学反应过程,
[01:10:34] 咱们有个有个熟悉的概念就好,
[01:10:38] 但是ACE和ACEi,
[01:10:41] 加上刚才特别强调的卡多普利和罗哈特的差别,
[01:10:44] 你会发现ACE不但能够促进紧张数二生成,
[01:10:49] 还能同时促进输血管维和环境态的降级,
[01:10:54] 它是一个美,
[01:10:55] 两个名字,
[01:10:56] 两个作用,
[01:10:57] 把这个知识点争取,
[01:10:59] 在脑子里边建立,
[01:11:00] 一个固定的知识结构,
[01:11:03] 不要下课就忘,
[01:11:04] 如果让我学的话,
[01:11:05] 给别人学加安药,
[01:11:07] 我宁可学ACEi,
[01:11:08] 它的ARB比紧张数数体健康剂要更全面,
[01:11:12] 它抑制缩血管物质生成,
[01:11:14] 同时还能抑制输血管物质降级,
[01:11:18] 作用更多,
[01:11:19] 更普遍,
[01:11:19] 更好一点,
[01:11:20] 这个样子,
[01:11:22] 先听下来吧,
[01:11:23] 那么将来缺骨统的话,
[01:11:24] 在这回解单题,
[01:11:25] 关键将来在肾子上要讲,
[01:11:27] 缺骨统在人体是一个极其重要的生长血皮质基素,
[01:11:30] 叫盐皮质基素,
[01:11:32] 饱钠,
[01:11:33] 饱水,
[01:11:33] 排钙,
[01:11:34] 排酸,
[01:11:35] 不用想象,
[01:11:37] 缺骨统越多,
[01:11:38] 肌体内部又钠,
[01:11:40] 就有水渗透压外,
[01:11:41] 血容量就会大,
[01:11:42] 缺骨统会增加人体的血容量,
[01:11:45] 我们上一节课刚刚学过动脉血压调节因素,
[01:11:48] 血容量越大,
[01:11:49] 那么体循环的平均充益压就越高,
[01:11:53] 血容量越少,
[01:11:54] 充益压就越低,
[01:11:55] 设想一下,
[01:11:56] 低容量休克,
[01:11:57] 低容量休克,
[01:11:59] 和,
[01:12:00] 高容量休克,
[01:12:00] 高容量休克,
[01:12:01] 容量依赖性的高血压,
[01:12:04] 所以RAS系统对人体的动脉血压长期调节意义是极其巨大的,
[01:12:11] 在这一节我们要专门强调,
[01:12:13] 短暂的血压波动,
[01:12:15] 短暂的血压,
[01:12:16] 一过性波动,
[01:12:18] 是依靠动工反射实现的,
[01:12:20] 中长期血压稳定和调节,
[01:12:23] 一定依靠的是这个地方写的,
[01:12:25] RAS系统,
[01:12:26] 圣死绝光解脏素,
[01:12:27] 缺骨统系统,
[01:12:29] 这个样子,
[01:12:30] 先听一下,
[01:12:31] 这块内容,
[01:12:31] 有点多,
[01:12:32] 还没有完,
[01:12:33] 接着往下走,
[01:12:34] 结栋素,
[01:12:34] 咱们刚才说了,
[01:12:35] 生物血物质主要是结栋素二,
[01:12:37] 三主要是起一个刺激血管通风密作用,
[01:12:40] 结栋素二作用很全面,
[01:12:41] 你比如说收缩血管平滑肌,
[01:12:43] 微动脉收缩,
[01:12:44] 微进脉收缩,
[01:12:44] 是外外周遭的增高,
[01:12:45] 呼吸血压增加,
[01:12:46] 血压升高,
[01:12:47] 对肾脏作用,
[01:12:48] 肾脏作用直接促进大水吸收,
[01:12:50] 还能促进缺骨通通释放,
[01:12:52] RAS呗,
[01:12:53] 刚才看了解了,
[01:12:54] 直接解解作用,
[01:12:55] 还能让交感缩血管协微的末梢释放去胛声增加,
[01:13:00] 有人认为,
[01:13:02] 有人认为,
[01:13:02] 经脏素二可以调节交感缩血管协微的疾苦紧张,
[01:13:07] 这第三条就是这么个意思,
[01:13:10] 第四条没有完,
[01:13:11] 还能与下清脑的经脏素数据结合,
[01:13:13] 使得盐水的交感缩血管活动增强,
[01:13:18] 增强,
[01:13:19] 甚至还有第五条,
[01:13:20] 引起人产生饮水行为,
[01:13:24] 所以你读完之后,
[01:13:24] 你发现这个经脏素二,
[01:13:25] 作用职场广泛,
[01:13:27] 让喝水多一点,
[01:13:29] 让尿少一点,
[01:13:30] 让盐水新血管中枢兴奋一点,
[01:13:32] 心脏活动加强血管收缩,
[01:13:34] 是吧,
[01:13:35] 这样一些活动,
[01:13:36] 几乎在你能想到和想不到的范围内部,
[01:13:40] 经脏素二就是让心脏活动加强,
[01:13:43] 血管收缩,
[01:13:44] 血液脉增加,
[01:13:45] 尿液减少,
[01:13:45] 从而打断一个生压的效果,
[01:13:48] 所以你知道人体的功能是整合的,
[01:13:51] 潜移发动全身,
[01:13:52] 我讲贺总说,
[01:13:53] 在整个这门生理学的学习过程中,
[01:13:56] 如果让我在这本教材上给整合作用这个现象,
[01:14:00] 找个案例,
[01:14:01] 经脏素二是排名第一的,
[01:14:04] 经脏素二从外周到中枢、胶杆、缩血管、穴位,
[01:14:08] 甚至教材给你写一句话,
[01:14:10] 说循环经脏素二都能调节斗功反射的那个调定点,
[01:14:15] 刚才咱们装模讲了一句话,
[01:14:16] 明明我们每个人都有斗功反射,
[01:14:18] 为什么还有那么多高血压病人,
[01:14:20] 调定点被上移了,
[01:14:21] 那么调定点怎么会上移,
[01:14:23] 经脏素二至少会发挥作用,
[01:14:25] 换句话,
[01:14:26] 你要能通过抑制基瘾素二的生成,
[01:14:28] 把调定点往回调一调,
[01:14:30] 对于长期的一个高血压病人降低血压,
[01:14:34] 好处是不言而喻的,
[01:14:36] ACEI转化门抑制基卡托普尼,
[01:14:39] 一定是临床上极其推崇的一个抗高血压药物,
[01:14:43] 而且下一学期学到药理学和再下一学学诊断和内科学就发现,
[01:14:47] 所有心脏病人,
[01:14:48] 我们都建议患者服用ACEI,
[01:14:51] 它不光是降低血压、稳定血压,
[01:14:53] 还具有良好的抗心脏,
[01:14:56] 重构、延长患者生命、提高患者生存质量的目前在临床上讲最好的药,
[01:15:06] ACEI,
[01:15:07] 金刚素转换为的抑制基,
[01:15:10] 但有个麻烦,
[01:15:11] 靠近反过来给你看,
[01:15:12] 哪个麻烦?
[01:15:13] 这金刚素二在哪个地方上呢?
[01:15:15] 肺血管,
[01:15:16] 所以好多人吃完这个药之后咳嗽,
[01:15:19] 刺激性干咳,
[01:15:20] 听懂原因了吗?
[01:15:21] 药物是在肺上发挥作用的,
[01:15:25] 哎呀,
[01:15:25] 新冠肺炎就是这样,
[01:15:27] 二,
[01:15:27] 二,
[01:15:27] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:28] 二,
[01:15:29] 二,
[01:15:31] 二,
[01:15:31] 一直想强烈借用我的学生好好读书,
[01:15:34] 叫人读个博,
[01:15:35] 我老开玩笑说,
[01:15:36] 博士没有毕业之前,
[01:15:37] 死都不知怎么死的,
[01:15:40] 我们读书绝对不是为了拿一个学历,
[01:15:42] 我们亡命的读书,
[01:15:44] 往死里读,
[01:15:44] 为了增加我的判断能力,
[01:15:46] 和我见识世界,
[01:15:48] 这个见识和视野,
[01:15:50] 领略一个更大,
[01:15:51] 更深层次,
[01:15:52] 更有厚重感的一个世界。
[01:15:56] 不再是别人说什么我都信,
[01:15:58] 当然我也不是质疑世界,
[01:15:59] 我是说,
[01:16:00] 就像歌词,
[01:16:01] 唱的那样
[01:16:02] 别人的话听一听
[01:16:03] 自己做决定
[01:16:05] 亡命的学习目的是让我自己
[01:16:09] 可长点心吧
[01:16:10] 不要再仍云亦云
[01:16:14] 是要说读博士读傻的
[01:16:17] 说这句话的人本身
[01:16:18] 他的智商就极其令人堪忧
[01:16:21] 拿他妈那事
[01:16:22] 难以白读的书
[01:16:23] 难以白背的概念
[01:16:25] 不管他了接着往下走
[01:16:27] 还有一个难点
[01:16:28] 既然他都乱死了
[01:16:30] 圣素就要问你个圈子
[01:16:31] 圣素本身什么呀
[01:16:32] 这本质就是和蛋白世界美
[01:16:35] 他的分泌数是影响
[01:16:37] 这是每年咱们的期末考试
[01:16:39] 一把不考这么大
[01:16:40] 医学生考研考职业医
[01:16:42] 这是一个必考的知识
[01:16:43] 因为为了搞不明白这个圣素
[01:16:46] 你注意圣素本身拿来的是
[01:16:48] 球膀器在肾脏里边
[01:16:50] 进去细胞进去小体
[01:16:52] 他的球膀细胞合成释放的一个
[01:16:56] 就颗粒细胞释放的圣素
[01:16:57] 圣素的释放本身在教材上很明确
[01:17:00] 三大途径
[01:17:01] 神经体也和自身
[01:17:03] 神经不用问了
[01:17:04] 交感神经兴奋
[01:17:05] 没有问题
[01:17:06] 自身就是注明的球膀器
[01:17:08] 如果这会儿你学到圣教生理学
[01:17:09] 你记得
[01:17:10] 就是圆形效果70部那几个支米班
[01:17:13] 有人说这一块可能也长在
[01:17:15] 随盘生殖粗段
[01:17:16] 差不多就是随盘生殖粗段
[01:17:18] 和圆形效果70
[01:17:19] 交界处于几个特化的细胞
[01:17:21] 他能感受什么呀
[01:17:23] 感受圆形效果这一段
[01:17:24] 小果叶中的钠和绿子的含量
[01:17:27] 如果他的含量发生变化以后
[01:17:30] 刺激支米班细胞
[01:17:31] 这把细胞就通过
[01:17:32] 球外细膜细胞
[01:17:33] 刺激咱们的基础细胞
[01:17:34] 合成合成宝生素
[01:17:36] 这是所谓的生命管球反馈
[01:17:39] 自身调节
[01:17:40] 另外就是有关室内血流量
[01:17:42] 这种变化可以直接刺激
[01:17:44] 基础细胞室保生素
[01:17:46] 此外不用问了
[01:17:47] 就是谁啊
[01:17:47] 注明的交感神经
[01:17:48] 通过β周体
[01:17:49] 也就是说β二周体
[01:17:50] 直接刺激室保生素
[01:17:51] 神经在这
[01:17:54] 神经自身体液
[01:17:56] 体液指的是一些激素吧
[01:17:58] 下面是前列腺素
[01:17:59] 去胛生
[01:17:59] 肾上气素
[01:18:00] 肾上去胛肾上气素
[01:18:01] 还是有点交感
[01:18:02] 是一心分
[01:18:03] 所以你把它归到胶感都可以
[01:18:04] 另外紧张素二就别说了
[01:18:06] 包括瘦化胶
[01:18:06] 而是微皮
[01:18:07] 这里边这些因素
[01:18:09] 特别是紧张素二
[01:18:11] 因为咱们这学的就是谁
[01:18:12] 就是RAS
[01:18:13] 一般在肾脏生理学中
[01:18:16] 有关肾素是很简单
[01:18:18] 你看自身调节
[01:18:19] 这是最主要的
[01:18:20] 胶感神经和几个体液因素
[01:18:22] 你起码知道
[01:18:23] 肾素的分泌影响
[01:18:25] 同样像人体其他活动一样
[01:18:28] 包括三大图形
[01:18:29] 神经
[01:18:29] 体液
[01:18:30] 自身
[01:18:31] 这样脑子先不要乱
[01:18:32] 这样脑子先不要乱
[01:18:32] 肾素本身不是激素
[01:18:34] 它是一个酸性的蛋白水解酶
[01:18:39] 这样的话
[01:18:40] 这一块就有点小意思了
[01:18:41] 这是TAT的第一块
[01:18:43] RAS
[01:18:44] 这个小图我就不看了
[01:18:47] 就是刚才描述过的
[01:18:48] 我就把它翻过去
[01:18:49] 那么在TAT的第二块
[01:18:52] 肾脏解酸和去甲肾
[01:18:53] 这是咱们循环生理学
[01:18:56] 乃至整个生理学的一个核心内容
[01:19:00] 我们可能大耳学完之后
[01:19:03] 很长时间
[01:19:04] 这个知识一度
[01:19:04] 都不用了
[01:19:05] 就淡默了
[01:19:06] 淡化了
[01:19:06] 但你注意同学们
[01:19:07] 在这唯一一句话
[01:19:08] 背完一辈子不能忘
[01:19:10] 去甲肾
[01:19:11] 在临床上
[01:19:13] 叫做生涯药
[01:19:14] 肾肠腺素
[01:19:16] 咱们叫做强心药
[01:19:18] 去甲肾和肾肠腺素
[01:19:21] 为什么都是和二茬分胺
[01:19:24] 一个叫生涯
[01:19:26] 去甲肾
[01:19:26] 一个叫正肾素
[01:19:27] 生涯
[01:19:28] 一个叫负肾素
[01:19:29] 让你强心
[01:19:30] 为什么不一样
[01:19:31] 你专门拿笔背读一下
[01:19:33] 它俩人之所以作用不一样
[01:19:35] 差一个点
[01:19:36] 东西差谁啊
[01:19:38] 差β二受体
[01:19:39] 实际上不管去甲肾
[01:19:42] 还是生涯腺素
[01:19:42] 它们对于心脏都有作用
[01:19:44] 作用到谁啊
[01:19:46] β一受体
[01:19:46] 心脏是β一受体
[01:19:48] 咱们学了很多知道了
[01:19:49] 但是血管不是
[01:19:50] 外头血管上
[01:19:51] 既有α受体
[01:19:52] 也有β二受体
[01:19:55] 结果回头你发现什么
[01:19:56] 发现这个去甲肾啊
[01:19:58] 只作用α
[01:19:59] 它不作用β二
[01:20:01] 去甲肾
[01:20:02] 生涯腺素是
[01:20:04] 既作用α
[01:20:05] 也作用β二
[01:20:07] 所以
[01:20:07] 你设想一下
[01:20:08] 你给失业动物
[01:20:09] 如果打肾肠腺素的话
[01:20:11] 外头血管
[01:20:11] 有些血管分布的是α
[01:20:13] 皮肤啊
[01:20:14] 肥肠道啊
[01:20:14] 肾啊
[01:20:15] 是α
[01:20:15] 血管收缩
[01:20:16] 但有些血管
[01:20:17] 你比如说这个骨骼肌
[01:20:19] 骨骼肌
[01:20:19] 水骨骼肌
[01:20:20] 跟着不合适
[01:20:21] 不管它了
[01:20:22] 内脏活动
[01:20:23] 这个静脉血管
[01:20:24] 是吧
[01:20:24] 这些地方
[01:20:25] 内脏血管
[01:20:26] 是β二受体
[01:20:27] 所以你打了肾肠腺素以后
[01:20:29] 有一部分血管
[01:20:31] 就收缩了
[01:20:32] 另一部分血管
[01:20:33] 就疏张了
[01:20:35] 对于心脏来说
[01:20:36] 总的外
[01:20:36] 就阻力变化就不大
[01:20:37] 外阻阻力变化不大
[01:20:39] 可是它额外还能作用β一受体啊
[01:20:42] 它就强行
[01:20:42] 最后强行是这样实现的
[01:20:46] 外周血管收缩和疏张作用比较了
[01:20:48] 那么它最标的是谁强行
[01:20:49] 去甲肾不是
[01:20:51] 去甲肾啊
[01:20:52] 咱们说
[01:20:53] 它在外周血管只作用α二
[01:20:56] 不作用β二
[01:20:57] 所以你打去甲肾
[01:20:58] 外周血管只有收缩效应
[01:21:00] 没有疏张效应
[01:21:01] 所以这我横着讲一句话
[01:21:04] 你注意同学
[01:21:04] 咱们更多同学将来是要当医生的
[01:21:07] 零
[01:21:07] 零
[01:21:07] 零
[01:21:07] 床上特别是给别人做一些辟调的小手术
[01:21:10] 一个小的种物
[01:21:11] 切个什么淋巴结啊
[01:21:13] 给他取个辟的一些囊种啊
[01:21:15] 我在另一团院的党外科医生
[01:21:16] 来做个小手术
[01:21:17] 害怕鼠公剩血
[01:21:19] 鼠也不干净
[01:21:20] 不好用
[01:21:20] 那么有时候在利多卡因
[01:21:22] 这个利多卡因
[01:21:23] 这个麻醉药里边
[01:21:24] 就加一点点
[01:21:26] 你个0.1啊
[01:21:27] 什么都不到
[01:21:27] 0.05毫升的
[01:21:29] 这一点什么东西
[01:21:30] 一点副生素
[01:21:31] 生长线素
[01:21:32] 偶尔给麻醉药配点副生素
[01:21:34] 举步麻醉
[01:21:35] 进入麻醉的时候
[01:21:36] 打完之后
[01:21:36] 鼠也很干净
[01:21:37] 血管稍微点收缩
[01:21:39] 不剩血
[01:21:40] 手术能做干净
[01:21:41] 缝制就完了
[01:21:42] 在临床医学上
[01:21:44] 皮下或皮内
[01:21:45] 可以使用生长线素
[01:21:48] 但注意
[01:21:48] 绝对禁忍去甲生
[01:21:50] 你在这体会一下为什么
[01:21:52] 因为去甲生
[01:21:53] 只作用R
[01:21:54] 不作用B2R
[01:21:56] 打伤以后呀
[01:21:57] 这个打到药的局部皮肤
[01:21:58] 只见缩血管
[01:22:00] 不见输血管
[01:22:00] 因为血管收缩
[01:22:02] 上皮组织缺血
[01:22:03] 最后细胞就坏死了
[01:22:05] 打伤去甲生
[01:22:06] 皮肤肯定坏死
[01:22:08] 打肾上血素
[01:22:10] 就没事
[01:22:11] 所以我们拿这个
[01:22:12] 真实案例来验证一下
[01:22:14] 去甲生缩血管效应太强
[01:22:16] 你再被一下动脉血压调节
[01:22:18] 一缩血管
[01:22:19] 外周阻力升高
[01:22:20] 血压就会升高
[01:22:21] 血压一升高之后
[01:22:23] 咱们上一节
[01:22:23] 刚刚血完
[01:22:24] 动物反射
[01:22:25] 血压高了谁不高兴
[01:22:26] 解放痘和主动脉功呀
[01:22:29] 所以你打去甲生
[01:22:30] 一生样
[01:22:30] 通过动物反射就要降
[01:22:32] 这样把这个血管
[01:22:33] 刚刚被去甲生控制住
[01:22:35] 舒张不敛
[01:22:35] 心脏这个地方作用不太大
[01:22:38] 所以实际上
[01:22:39] 生理圈这地方特别有意思
[01:22:40] 一打去甲生
[01:22:42] 血压确实就升高了
[01:22:43] 生压要摆
[01:22:44] 但是心率就减慢
[01:22:45] 为什么
[01:22:46] 心率是被生压这个活动
[01:22:49] 激活的抖功反射
[01:22:52] 把心率减慢了
[01:22:54] 所以学徒也背书比较透了
[01:22:56] 老师我知道了
[01:22:56] 去甲生生压的时候心率慢
[01:22:58] 错
[01:22:58] 你这来背就对了
[01:23:00] 去甲生生压的过程中
[01:23:02] 使得心率反射性减慢
[01:23:05] 就对了
[01:23:06] 记住
[01:23:07] 只说减慢
[01:23:08] 不说反射
[01:23:08] 就他妈耍流氓
[01:23:09] 为什么就减慢了
[01:23:11] 实际上你把心脏放在体外
[01:23:12] 打在去甲生
[01:23:13] 他这样加快
[01:23:14] 体内就慢了
[01:23:16] 体内仍长了一个抖功反射
[01:23:20] 降压过程中心率加快
[01:23:23] 和生压过程中心率减慢
[01:23:26] 是同一回事
[01:23:28] 通过谁实现的
[01:23:29] 抖功反射
[01:23:32] 这就是这一节
[01:23:34] 必须掌握的内容
[01:23:36] 去甲生生压
[01:23:36] 叫生压药
[01:23:37] 心率会减慢
[01:23:38] 肾上血组叫强心药
[01:23:39] 因为一部分血管受挫
[01:23:41] 一部分血管受挫
[01:23:42] 做的外周
[01:23:42] 足力变好不大
[01:23:43] 作用表现在心脏了
[01:23:45] 去甲生对心脏是有作用的
[01:23:47] 体会一下
[01:23:48] 离体实验的时候
[01:23:49] 去甲生对心脏是性的作用
[01:23:52] 在体实验时候
[01:23:53] 去甲生对心脏作用
[01:23:55] 就是抑制的
[01:23:57] 不是去甲生抑制心脏
[01:23:59] 是去甲生引发的生压
[01:24:02] 通过抖功反射
[01:24:03] 间接把心脏抑制了一下
[01:24:06] 所以这就是
[01:24:06] 所以去甲生和生性俗
[01:24:07] 差了一个东西
[01:24:08] 差谁
[01:24:09] 差β2
[01:24:10] 被一个不要忘
[01:24:12] 一定就太重要了
[01:24:14] 再下来看这个生长血组去甲生
[01:24:15] 所以来源不一样
[01:24:16] 外周血组教材很清楚
[01:24:18] 说外周血液中抽血
[01:24:19] 看一下二胎风胺
[01:24:20] 主要是生长血组拿来的
[01:24:22] 生长血组随制
[01:24:23] 随制一开始
[01:24:24] 随制怎么老释放这玩意
[01:24:26] 因为随制接受的
[01:24:28] 不是交感神经结后
[01:24:30] 而是结血血液支配
[01:24:32] 所以实际上生长血组随制
[01:24:34] 把它理解为
[01:24:35] 就是交感神经本来
[01:24:36] 生也是能接受的
[01:24:38] 交感神经兴奋
[01:24:39] 生长血组随制肯定兴奋
[01:24:41] 它就合成释放生长血组
[01:24:42] 但是生长血组随制
[01:24:45] 除了生长血组以后
[01:24:46] 也能合成释放少量的去甲生
[01:24:49] 所以外周血液中这个去甲生
[01:24:50] 一多部分是生长血组随制来的
[01:24:53] 一少部分是交感神经
[01:24:55] 直接释放入血的
[01:24:56] 如果说外周血液中抽血看一下
[01:24:59] 生长血组只是来自于
[01:25:01] 生长血组随制
[01:25:02] 那么去甲生可是两个地方
[01:25:04] 既来自于生长血组随制
[01:25:06] 也来自于交感神经释放入血
[01:25:11] 谁知这块小内容东西不多
[01:25:14] 难度挺大
[01:25:15] 记住你要问我去甲生长血组差了不少
[01:25:19] 大就差一个β2
[01:25:22] β2
[01:25:24] 还没有完
[01:25:24] 教材这很仔细说
