# 源音频：P02-生理学本科教学及考研基础课 p02 细胞1.m4a
# 时长：6441s | 模型：C:\Users\somnu\.cache\fw-large-v3 | cuda/int8_float16 | 语种：zh(p=1.00)

[00:00:10] 好同学们,咱们接下来看生理学的本科教学这一块的内容,第二章,细胞的基本功能。
[01:01:10] 要通到一化扩散
[01:01:12] 就变成10的六次方
[01:01:13] 到10的八次方
[01:01:14] 没秒了
[01:01:15] 速率就要快
[01:01:16] 通道快了
[01:01:16] 载体慢了
[01:01:18] 第二个咱们说
[01:01:19] 实际上
[01:01:20] 这个示意图
[01:01:21] 这是八年二百的示意图
[01:01:23] 其实在八年三百数上
[01:01:25] 这个图和咱们九百数
[01:01:27] 还不太一样
[01:01:28] 这个图你能看到
[01:01:28] 载体化扩散
[01:01:30] 这个示意图
[01:01:31] 是这样一个转移速率
[01:01:32] 单纯扩散
[01:01:33] 是这样一个速率
[01:01:35] 所以有些时候
[01:01:36] 我们讲的更深层层
[01:01:37] 一定要看
[01:01:38] 更深层层
[01:01:39] 从转移的效率上看
[01:01:41] 我们认为啊
[01:01:42] 载体和通道速率更快
[01:01:44] 单纯扩散要慢一点
[01:01:45] 嗯
[01:01:45] 嗯
[01:02:16] So you need to ask me
[01:02:17] 哪个转起来更容易
[01:02:18] 你想
[01:02:19] 逆化扩散翻译过来
[01:02:21] 就叫做变得更容易的
[01:02:23] 扩散方式
[01:02:24] 有人帮忙
[01:02:25] 总比自己扩散
[01:02:26] 要方便
[01:02:28] 嗯
[01:02:28] 当然你也可以把帮忙
[01:02:29] 理解为是
[01:02:30] 因为你水溶性
[01:02:31] 摩不通透吧
[01:02:32] 得有人帮忙
[01:02:32] 这样理解也可以
[01:02:34] 但是你换个角度
[01:02:34] 理解文学上吧
[01:02:35] 或者理解科学上吧
[01:02:37] 有人帮忙之后
[01:02:38] 显然
[01:02:39] 转移起来方便一些
[01:02:41] 不管它了
[01:02:42] 这是一个转移速率
[01:02:43] 你听一下
[01:02:43] 知道
[01:02:45] 就逆化扩散
[01:02:46] 四个字
[01:02:47] 来说异化扩散
[01:02:48] 里边通道肯定比载体快
[01:02:51] 使得三次发挥这没有问题
[01:02:53] 为什么有饱和现象存在
[01:02:55] 因为细胞膜上
[01:02:56] 不管蛋白质有多少含量
[01:02:58] 但是终归
[01:02:59] 你总数是有限的
[01:03:02] 所以教材在这有时候举例子
[01:03:03] 比如说受体数量很多
[01:03:05] 很多
[01:03:06] 但是教材有时候给你数字说
[01:03:08] 一个红细胞弯着一个红细胞膜
[01:03:10] 这上面大概一道数的受体
[01:03:12] 有40个左右
[01:03:14] 但一个肝脏细胞膜上
[01:03:16] 一道数的受体就有20万个
[01:03:19] 20万
[01:03:20] 数量很多
[01:03:21] 但不管数量有多少
[01:03:23] 终归数量有限
[01:03:24] 设想一下
[01:03:25] 就像咱们示意图一样
[01:03:27] 这么一个载体
[01:03:28] 结合一个分子的葡萄糖
[01:03:30] 如果你有20万个载体
[01:03:32] 现在我有80万个葡萄糖
[01:03:33] 你结合20万个
[01:03:35] 就不能再更多结合了
[01:03:37] 所以一旦你的载体
[01:03:38] 全部被占完了以后
[01:03:41] 你就没法继续增加转移速度
[01:03:44] 那么把载体全部结合完以后
[01:03:46] 的这个最大的转移速度
[01:03:48] 我们就叫做饱和现象
[01:03:50] 这个词不太理解
[01:03:51] VMAX
[01:03:51] 特性结合刚才解释了
[01:03:54] 被转移物和载体之间
[01:03:56] 必须有完美的空间构想关系
[01:03:58] 差一点转移不了
[01:03:59] 这个比较简单
[01:04:00] 第三条技能性一锥
[01:04:02] 特别好玩
[01:04:02] 一旦我要比如说在实验室
[01:04:06] 或者是在工厂里边
[01:04:07] 生产一点化学物质
[01:04:09] 长得和葡萄糖一模一样
[01:04:12] 一模一样
[01:04:13] 那实际上它在细胞膜上
[01:04:15] 就可以和糖的载体
[01:04:17] 结合了
[01:04:17] 载体比方说有十万个
[01:04:19] 我造了二十万个化学物质
[01:04:21] 扔到你体内去
[01:04:21] 那么这样我这个化学物质
[01:04:24] 如果都提前和载体结合了
[01:04:26] 正二八经的正经八百的葡萄糖
[01:04:27] 过了以后一看
[01:04:28] 载体被人占满了
[01:04:30] 你比方蹲开二百厕所
[01:04:31] 十个坑
[01:04:32] 占了二十个人
[01:04:33] 那一次就都蹲十个
[01:04:34] 你不能蹲二十个
[01:04:35] 你不能起来也脖子上
[01:04:36] 所以这个意思
[01:04:37] 竞争性因子
[01:04:39] 它抢了你就抢不上
[01:04:42] 实际上这个理论非常重要
[01:04:44] 临床上
[01:04:46] 药理学家就利用这种原理
[01:04:48] 就利用这种原理
[01:04:48] 比如说造一些
[01:04:49] 和我的生物活性物质一样的
[01:04:51] 造个去甲生
[01:04:52] 造个什么葡萄糖
[01:04:54] 等等来起把枣
[01:04:56] 造点化学物质
[01:04:57] 长得和体内这个生物学的化学物质
[01:04:59] 长相一样
[01:05:00] 只有长相而没有功能
[01:05:03] 那么它把这个受体
[01:05:05] 把载体结合以后
[01:05:06] 导致正常的生理物质
[01:05:09] 反而不能转运
[01:05:10] 就会阻断一个生理现象
[01:05:12] 所以药理学就拿这个东西
[01:05:15] 来治疗很多疾病
[01:05:16] 饱和现象
[01:05:18] 特异性结合
[01:05:20] 竞争抑制
[01:05:21] 教材顺序一般喜欢说
[01:05:22] 先说特异结合
[01:05:23] 再说饱和现象
[01:05:25] 再说竞争抑制
[01:05:26] 这三个特征
[01:05:27] 排名不分前后
[01:05:28] 听懂就OK
[01:05:30] 那么实际上
[01:05:32] 咱们在学到
[01:05:34] 载体化扩散时候
[01:05:35] 教材举了两个例子
[01:05:36] 一个葡萄糖
[01:05:37] 一个胺基酸
[01:05:38] 体内的转运过程
[01:05:39] 比这个要复杂的多
[01:05:40] 但是是这样
[01:05:41] 医学就是作为自然科学
[01:05:43] 实验科学
[01:05:44] 你不可能把每个物质
[01:05:45] 拿来都描述一下
[01:05:46] 教材也不够厚
[01:05:47] 可是我们学
[01:05:49] 这一块一定要注意
[01:05:50] 这一辈子不能忘
[01:05:50] 至少葡萄糖和胺基酸
[01:05:53] 顺着浓度提露
[01:05:54] 跨模转运的时候
[01:05:56] 是存在载体化扩散的
[01:06:00] 这句话如果还有一点
[01:06:01] 浅缺不完美的话
[01:06:03] 我多说一句
[01:06:03] 你听听
[01:06:04] 至少血液中的葡萄糖
[01:06:07] 要进入组织细胞内部
[01:06:09] 这一步肯定
[01:06:11] 是载体化扩散的
[01:06:13] 那么在这
[01:06:14] 我谨慎建议我的学生
[01:06:15] 你们去买一本
[01:06:17] 或者下载一本电子版
[01:06:19] 吧
[01:06:20] 年制三版生理学
[01:06:21] 不要翻细胞这一块
[01:06:23] 翻哪里
[01:06:24] 翻内蜂蜜
[01:06:24] 一读一下
[01:06:25] 葡萄糖载体化扩散的时候
[01:06:27] 在我们人体的细胞膜上
[01:06:28] 葡萄糖的载体
[01:06:30] 葡萄糖的载体
[01:06:31] 有14种亚型之多
[01:06:33] 我们一般在医学中关心的
[01:06:36] 是三四五
[01:06:37] 三个亚型
[01:06:38] 三型的载体
[01:06:41] 在人体几乎所有细胞膜上
[01:06:43] 普遍存在
[01:06:44] 它永远是运动的
[01:06:46] 体内只要有糖
[01:06:46] 它就转
[01:06:47] 集体所有组织都有
[01:06:48] 而第四种亚型
[01:06:50] 亚型的载体就有意思了
[01:06:51] 第四种载体
[01:06:53] 这个亚型
[01:06:54] 这个subtype
[01:06:55] 是被胰岛素驱动的
[01:06:58] 必须是人体的胰岛素
[01:06:59] 这个降糖激素正常的时候
[01:07:01] 这个载体才可以转运糖
[01:07:03] 那么这样的一个载体在哪里
[01:07:05] 在人体主要在骨骼基
[01:07:06] 在心肌
[01:07:07] 在脂肪组织
[01:07:09] 所以一旦一个人糖尿病
[01:07:11] 胰岛素蜂蜜不够了
[01:07:12] 那么这些载体不工作
[01:07:14] 我的骨骼基
[01:07:15] 我的心肌
[01:07:16] 我的脂肪细胞
[01:07:17] 就没法有效转运糖
[01:07:19] 把糖憋在
[01:07:20] 血管内抽血化验
[01:07:22] 高血糖
[01:07:23] 这就叫糖尿病
[01:07:24] 第四种亚型
[01:07:27] 我们的九版生理学
[01:07:29] 有关胰岛素的受体
[01:07:30] 胰岛素的载体
[01:07:31] 描述的不是很清楚
[01:07:33] 要读八年三百书
[01:07:35] 它更清楚
[01:07:36] 第五种的话
[01:07:37] 主要分布在
[01:07:38] 肠道黏膜上皮和精子
[01:07:40] 生殖细胞
[01:07:42] 它转移的是果糖
[01:07:43] 果糖
[01:07:45] 果糖到消化内脏
[01:07:47] 你会学到
[01:07:48] 这我就谢不啰嗦了
[01:07:49] 所以在消化系统里边
[01:07:51] 人们能够吸收的单糖
[01:07:53] 单糖分子
[01:07:55] 葡萄糖
[01:07:56] 半日糖和果糖
[01:07:58] 不同的糖类
[01:08:00] 在不同组织细胞膜上
[01:08:01] 通过载体化扩散的时候
[01:08:03] 那个载体亚型不一样
[01:08:05] 其中第四种亚型
[01:08:07] 它要转运糖
[01:08:09] 可以
[01:08:09] 必须依赖胰岛素
[01:08:12] 所以胰岛素出来问题以后
[01:08:14] 组织细胞
[01:08:15] 摄取糖的能力
[01:08:16] 是会发生改变的
[01:08:17] 我一直这样讲
[01:08:19] 你们到大四大五
[01:08:20] 慢慢体会一下
[01:08:21] 糖尿病患者
[01:08:22] 不是吃糖吃的多了
[01:08:23] 是组织利用糖的能力差了
[01:08:26] 所以说再想一想说
[01:08:28] 糖尿病人可能确认
[01:08:30] 糖尿病是不能吃糖
[01:08:30] 这没问题糖太高
[01:08:31] 但是咱们是说
[01:08:33] 一个人是因为吃糖
[01:08:34] 多吃糖尿病的吗
[01:08:35] 这话实在不靠谱
[01:08:37] 禁不起推敲
[01:08:38] 禁不起能够观察
[01:08:40] 实际上美国人民
[01:08:42] 包括古巴
[01:08:42] 咱们中国很多食物
[01:08:44] 里边的糖
[01:08:45] 都是从古巴进口的
[01:08:46] 美国人民你知道
[01:08:47] 好多孩子到美国去旅游
[01:08:49] 两个月回来就胖一大圈
[01:08:51] 好多孩子到美国去旅游
[01:08:51] 为什么
[01:08:51] 美国人爱吃甜食
[01:08:53] 弄个甜面圈
[01:08:54] 弄个甜筒
[01:08:55] 弄个什么巧克力圣代
[01:08:57] 冰激凌圣代
[01:08:58] 喝个什么小酸奶
[01:09:00] 弄个可口可乐
[01:09:01] 他的人群糖的摄入量
[01:09:04] 年摄入量
[01:09:05] 是中国人的52倍
[01:09:07] 但你能说
[01:09:08] 美国人民的糖尿病患者
[01:09:10] 是中国人的52倍吗
[01:09:12] 你不能这样说
[01:09:13] 因此说
[01:09:14] 咱们现代医学
[01:09:15] 其实还有很长很长一段路要走
[01:09:19] 很长
[01:09:19] 当老师
[01:09:20] 讲了这段话
[01:09:21] 这么多年课了
[01:09:21] 你就再感慨
[01:09:22] 我们给学生讲的内容
[01:09:24] 有多少是经得起时间解烟的
[01:09:26] 但还好
[01:09:28] 好在生理学的之前内容
[01:09:29] 是没有任何起因
[01:09:31] 你直接背
[01:09:31] 这个是验证过的
[01:09:33] 没问题
[01:09:33] 这是载体一化扩散
[01:09:35] 在这个地方
[01:09:39] 咱们知道
[01:09:39] 还有一种一化扩散方式
[01:09:42] 通道一化扩散
[01:09:43] 从八板书开始
[01:09:45] 生理学好像在编书的时候
[01:09:46] 喜欢把通道放到前面
[01:09:48] 那倒无所谓
[01:09:48] 我们觉得可见顺序
[01:09:50] 所以旁边部分先后
[01:09:51] 那么如果说
[01:09:53] 载体一化扩散
[01:09:54] 转的是葡萄糖
[01:09:56] 氨基酸
[01:09:56] 在组织细胞这块转运
[01:09:58] 你想比方说
[01:09:59] 咱们这个红细胞膜转运糖
[01:10:01] 上面载体一化扩散
[01:10:03] 它分布的就是三亚性的
[01:10:05] 它转运糖不也一道素
[01:10:07] 糖只要高
[01:10:08] 就进红细胞内部
[01:10:09] 像咱们眼球里边
[01:10:11] 将来学会学到
[01:10:11] 金状体
[01:10:12] 它的糖转运
[01:10:14] 也不需要一道素
[01:10:15] 所以不用问
[01:10:16] 一个人血糖浓度越高
[01:10:18] 那么进入金状体
[01:10:20] 进入红细胞内部糖就越多
[01:10:21] 特别金状体
[01:10:23] 你现在刚刚学生理学
[01:10:24] 还不注意
[01:10:24] 后面有一张内容
[01:10:25] 叫感觉器官
[01:10:26] 金状体是眼球
[01:10:27] 拿来遮光的
[01:10:29] 你那一道血糖浓度太高
[01:10:30] 糖进入晶体太多
[01:10:32] 那么晶体的弹性
[01:10:34] 就发生改变了
[01:10:35] 所以林川
[01:10:36] 好多糖也没患着
[01:10:37] 他不知道自己是糖尿病
[01:10:38] 发现我这个三十岁
[01:10:40] 不到四十岁
[01:10:40] 我这么眼花的
[01:10:41] 什么也看不见
[01:10:42] 老花也我不老呀
[01:10:44] 老花也在不老的时候
[01:10:47] 就花着的
[01:10:48] 很多你查一下糖
[01:10:49] 糖尿病
[01:10:50] 所以这个医生看病
[01:10:52] 老百姓不明
[01:10:53] 把医生看病
[01:10:54] 觉得不经意
[01:10:55] 接问了几句话
[01:10:55] 怎么就给我确诊了
[01:10:56] 这叫干什么
[01:10:58] 吆喝什么
[01:10:58] 干什么
[01:10:59] 惦记什么
[01:11:00] 对了
[01:11:01] 我这么随便举个例子
[01:11:02] 知道糖的载体
[01:11:05] 可不是这两个载体
[01:11:06] 是要在人体上
[01:11:07] 有十四公亚型之多
[01:11:09] 载体学完之后
[01:11:11] 咱们接着看通道
[01:11:12] 还有人体水溶性的一些
[01:11:16] 电解质
[01:11:17] 你人那离子
[01:11:18] 甲离子
[01:11:19] 钙离子
[01:11:19] 这些玩意儿
[01:11:21] 带点离子
[01:11:22] 它也是溶性的
[01:11:23] 它穿细胞膜的时候
[01:11:24] 纸质结构
[01:11:25] 它也穿不过去
[01:11:26] 所以它就需要
[01:11:27] 另一个蛋白质
[01:11:28] 叫通道蛋白
[01:11:29] 所以咱们这一节
[01:11:31] 学的通道蛋白
[01:11:32] 载体蛋白
[01:11:33] 什么转运体
[01:11:34] 泵
[01:11:34] 酶
[01:11:34] 都是一些整合蛋白质
[01:11:36] 这个小蛋白质
[01:11:39] 它的作用是什么
[01:11:40] 就给膜上打个眼
[01:11:41] 不打眼的地方
[01:11:43] 是脂溶性的
[01:11:43] 打了眼的地方
[01:11:44] 是水溶性的
[01:11:45] 所以蛋白质实际上
[01:11:46] 就是水上面
[01:11:47] 就是膜上面一个
[01:11:48] 允许水
[01:11:49] 水溶性物质流动的
[01:11:51] 那么一个
[01:11:52] 一个隧道
[01:11:55] 叫粒子通道
[01:11:56] channel
[01:11:56] iron channel
[01:11:58] 这样的东西
[01:11:59] 那么由它借到以后
[01:12:01] 带电和粒子
[01:12:02] 就可以通过这个通道
[01:12:03] 所以通道对于
[01:12:05] 带电粒子来说
[01:12:06] 是产生一个
[01:12:07] 通透性的问题
[01:12:08] 驱动力
[01:12:09] 它得看粒子本人的
[01:12:10] 那么一个带电粒子
[01:12:11] 驱动力是什么样子的
[01:12:13] 你想单纯扩散
[01:12:14] 载体异化扩散
[01:12:16] 驱动力
[01:12:17] 就是该种粒子
[01:12:19] 能度差
[01:12:19] 膜外高膜内低
[01:12:21] 转
[01:12:21] 带电粒子可就坏了
[01:12:23] 带电粒子
[01:12:25] 带电粒子
[01:12:25] 带电粒子可就坏了
[01:12:25] 带电粒子
[01:12:25] 一直到中学开始学电厂
[01:12:27] 举一个具体的例子
[01:12:29] 我们这一章
[01:12:31] 学到第三节
[01:12:32] 细胞电就能看到
[01:12:34] 生理情况下
[01:12:35] 正常一个细胞膜
[01:12:36] 是带电的
[01:12:37] 膜外是正电荷的
[01:12:39] 膜内是负电荷的
[01:12:40] 钠离子膜外浓度
[01:12:42] 比膜内高13倍
[01:12:43] 再次体会一下
[01:12:45] 钠要从膜外进去的话
[01:12:47] 浓度差
[01:12:49] 膜外比膜内高
[01:12:50] 往里边推
[01:12:51] 是驱动力
[01:12:51] 它有电厂
[01:12:53] 因为钠离子带正电荷
[01:12:54] 膜外正内负
[01:12:56] 它有电厂
[01:12:56] 膜内有负电荷
[01:12:57] 异性相吸
[01:12:58] 同性相斥
[01:13:00] 你设想一下
[01:13:01] 在这个情况下
[01:13:03] 带电厂的情况下
[01:13:04] 钠要内流
[01:13:05] 不但受到浓度差的推动
[01:13:07] 还受到膜内负电荷的吸引
[01:13:10] 因此
[01:13:11] 谨慎注意
[01:13:12] 载体一化扩散的时候
[01:13:15] 驱动力就是浓度差
[01:13:16] 通道一化扩散
[01:13:18] 因为转的是带电荷的离子
[01:13:20] 所以它不但要考虑浓度差的问题
[01:13:23] 它有电厂吸引或排斥的问题
[01:13:26] 它有电厂吸引或排斥的问题
[01:13:26] 同性相斥
[01:13:27] 异性相吸
[01:13:29] 那么带的离子
[01:13:30] 这样流动起来有没有力量
[01:13:32] 驱动力等于浓度差和电厂里的代数和
[01:13:37] 就像刚才拿离子一样
[01:13:40] 浓度差让拿离子进去
[01:13:41] 电厂里往里边吸
[01:13:42] 也让它进去
[01:13:43] 正好浓度差和电厂里方向一样
[01:13:48] 这是一个驱动力
[01:13:49] 再比如说
[01:13:50] 刚才说膜外正内负
[01:13:52] 钠离子是膜内浓度比膜外高30倍
[01:13:55] 钠要出去的话
[01:13:58] 浓度差往外推
[01:13:59] 但是膜外正内负
[01:14:00] 膜外正内和同性相斥
[01:14:02] 堵着甲不让出去
[01:14:04] 你看甲外流的时候
[01:14:05] 浓度差是动的30倍
[01:14:08] 但电厂就是阻力不让出去
[01:14:10] 那要内流的时候
[01:14:12] 甲外流是反的
[01:14:14] 那内流的时候浓度差往里边推
[01:14:16] 电厂里往里边吸
[01:14:17] 放下就是一致的
[01:14:21] 所以加一个新测进来
[01:14:24] 这个带电离子的跨模转运
[01:14:26] 驱动力是谁
[01:14:29] 是浓度差和电厂的代数和
[01:14:32] 我们叫做电化学驱动力
[01:14:36] 电化学
[01:14:37] 两个力量的代数和
[01:14:40] 为什么代数和
[01:14:41] 看方向一致不一致
[01:14:43] 刚才我举了个例子
[01:14:44] 这一旦有困难
[01:14:45] 你放一下可以
[01:14:46] 到第三节再说
[01:14:48] 但作为老师这要讲明白
[01:14:49] 就像载体这
[01:14:50] 我要跟你讲明白
[01:14:51] 八年三百生理学上
[01:14:53] 有关糖的载体写的非常详细
[01:14:55] 非常详实
[01:14:57] 所以说想一个同学学的靠不靠谱
[01:14:59] 学的是不是很扎实
[01:15:01] 就看有没有
[01:15:02] 广泛的去读相关资料
[01:15:04] 把基础打牢
[01:15:05] 所以生理学这门课
[01:15:07] 生理学
[01:15:08] 肺脏脏这门课
[01:15:09] 足足够人专门进下来
[01:15:11] 也就一辈子
[01:15:12] 也未必非常合适
[01:15:13] 难度很大
[01:15:15] 需要设立的知识很多
[01:15:17] 我多讲你多听
[01:15:18] 老师大概就是给学生打开更大的一扇门吧
[01:15:22] 我把门打开
[01:15:23] 你走进去往那去
[01:15:24] 接着往下读
[01:15:25] 概念
[01:15:26] 粒子通道
[01:15:27] 就是贯穿直直双层的
[01:15:29] 中央带有清水性孔道的一个膜代表
[01:15:32] 纸
[01:15:32] 大概转运速率
[01:15:34] 每秒适得六次方到八次方
[01:15:35] 你还记得不
[01:15:35] 载体多少
[01:15:36] 载体我给你反过来看一下
[01:15:37] 在这
[01:15:38] 适得三次方到五次方
[01:15:42] 通道多少
[01:15:43] 六次方到八次方
[01:15:44] 没毛病吧
[01:15:46] 所以通道比载体的有好或散
[01:15:49] 速度更快
[01:15:50] 载体很像是过一条河的时候
[01:15:53] 坐船
[01:15:54] 花钱买张票
[01:15:55] 上船
[01:15:56] 然后船工
[01:15:57] 划船
[01:15:58] 上船
[01:15:59] 划船
[01:15:59] 下船
[01:16:00] 结合变购建立
[01:16:02] 通道
[01:16:03] 就像是
[01:16:03] 河上的假的一座桥
[01:16:05] 开着车过来
[01:16:06] 就过去了
[01:16:06] 通道更方便
[01:16:08] 前人驾桥
[01:16:11] 后人通行
[01:16:13] 前人栽树
[01:16:14] 后人乘凉
[01:16:15] 大树底下好乘凉
[01:16:17] 先不管它了
[01:16:18] 这就是刚才看过的示意图
[01:16:20] 通道一号扩散这样转过来
[01:16:21] 直接转过来
[01:16:23] 它比较简单
[01:16:24] 往下看
[01:16:25] 载体一号扩散有三大特点
[01:16:27] 咱们还记得
[01:16:28] 其实通道一号扩散也是一样
[01:16:30] 它也有它的特点
[01:16:31] 第一个
[01:16:32] 和载体一号扩散比一下
[01:16:33] 通道一号扩散速度更快
[01:16:35] 六次方到八次方到八次方
[01:16:35] 八次方
[01:16:36] 没问题了
[01:16:37] 二
[01:16:37] 离子选择性
[01:16:39] 通道一号扩散
[01:16:41] 被转用物是一代的离子
[01:16:43] 慢慢这本书都得时间长了
[01:16:45] 在学别的学科
[01:16:46] 你发现通道在希望模式上
[01:16:48] 一般能看见的
[01:16:50] 就是四类通道
[01:16:51] 那
[01:16:52] 假
[01:16:53] 概
[01:16:54] 律
[01:16:55] 而这四种通道的代表制的情况下
[01:17:00] 一般的时候
[01:17:01] 那离子只能通过那通道流动
[01:17:04] 假离子只能通过假通道
[01:17:06] 概通道
[01:17:07] 只能通过那通道
[01:17:08] 它有时候稍微显得粗糙一点
[01:17:11] 主要是概流动
[01:17:12] 偶尔有个那流动也能接受
[01:17:14] 所以是啊
[01:17:15] 概通道里边有时候是有那类流的
[01:17:17] 换句话说
[01:17:18] 概的通道
[01:17:19] 离子选择性
[01:17:20] 就没有那通道选择性那么苛刻
[01:17:23] 直到这一张细胞的功能
[01:17:26] 咱们说到第四节
[01:17:27] 现在你们大可应该讲完第四节了
[01:17:30] 骨骼肌细胞收缩
[01:17:31] 你能看到
[01:17:32] 在骨骼肌细胞模上有个结构叫中板
[01:17:34] 叫接头后膜
[01:17:37] 中板膜还有个NNN
[01:17:38] 新受体
[01:17:39] 那个东西比较特殊
[01:17:40] 对那和假粒子都通透
[01:17:42] 我们叫那假非选择性的粒子通道
[01:17:46] 到第四节咱们再说
[01:17:48] 但一般通道都有选择性的
[01:17:51] 那只让那流动
[01:17:52] 假只让假流动
[01:17:54] 只是说
[01:17:55] 它一般咱们认为没有载体蛋白那么严格
[01:17:58] 你看偶尔刚才说
[01:17:59] 概通道里边六个那也行
[01:18:01] 一般不要太多
[01:18:02] 差不多得了
[01:18:03] 就这个意思
[01:18:03] 那、假、概、粒
[01:18:05] 四种通道为主
[01:18:07] 此外就是
[01:18:09] 作为一个通道呀
[01:18:10] 就像你这个走高速
[01:18:12] 高速人也很好走
[01:18:13] 但是你不花钱买票不让走
[01:18:15] 节假日期间高速才不用买票
[01:18:18] 我就老给我学生开玩笑
[01:18:20] 比如说清明小长假
[01:18:21] 国庆七天乐
[01:18:22] 还想起来这个李勇呀
[01:18:24] 这个老毕业
[01:18:25] 他们喜欢搞这个小节目
[01:18:27] 同学们你说国庆和清明小小长假
[01:18:30] 五一小长假
[01:18:31] 高速不收费了
[01:18:33] 你估计高速好走不好走
[01:18:35] 老百姓们都知道不收费
[01:18:36] 所以好多人去旅游去了
[01:18:38] 一出门
[01:18:39] 一出城市堵到高速入口处
[01:18:41] 堵了三天开车回来了
[01:18:43] 堵得跑不动
[01:18:45] 收点费吧
[01:18:45] 收点费
[01:18:46] 谁有点操蛋
[01:18:47] 但是至少因为花钱
[01:18:49] 有人心疼
[01:18:50] 有事没事就不在高速上老玩了
[01:18:52] 不花钱都要上高速跑一跑
[01:18:54] 车堵死了都跑不了
[01:18:57] 我讲什么呀
[01:18:57] 讲这个通道是有的
[01:18:59] 但通道未必开放
[01:19:00] 你比如刮风下雨下大雪是吧
[01:19:02] 雨却天气高速就封闭了
[01:19:04] 你进不去了
[01:19:05] 哎
[01:19:06] 所以通道在需要的时候
[01:19:09] 才打开
[01:19:10] 那么一个通道我要打开它
[01:19:12] 怎么打开的
[01:19:14] 这个情况叫通道的门控特性
[01:19:17] 就像这一节一开始咱们说呀
[01:19:19] 这门控特性
[01:19:20] 刚才咱们专门讲过吧
[01:19:21] 这个通道需要打开它
[01:19:23] 哎
[01:19:23] 把蓝蓝蓝的打开了
[01:19:25] 立刻就动
[01:19:26] 他是这样
[01:19:27] 那么怎么打开的
[01:19:29] 有人是被磨的电位电话叫电压门控
[01:19:34] 有人是需要和一个化学物质结合
[01:19:36] 叫化学门控
[01:19:38] 有人只需要拿个机器拿个电话
[01:19:39] 有人只需要拿个机器拿个电话
[01:19:39] 机械力拿脚踩一下
[01:19:40] 拿拳头砸一下
[01:19:41] 拿锤子敲一下
[01:19:43] 它就开了
[01:19:43] 叫机械门控
[01:19:44] 而最好玩的
[01:19:46] 还有一类非门控通道
[01:19:50] 我们最早时候打二学这些名字呀
[01:19:53] 就是这么死背了一下
[01:19:54] 很多很多年之后返回来看
[01:19:57] 这里边每个名字
[01:19:58] 都有诗迹意义
[01:20:01] 所以你刚刚学习
[01:20:02] 我不要讲太多了
[01:20:03] 但是肯定B站上
[01:20:04] 我要录另一堂课
[01:20:06] 叫考研的生理基础课
[01:20:08] 那里边我会举专门几例
[01:20:10] 那里边我会举专门几例
[01:20:10] 这我就先不啰嗦了
[01:20:12] 先听我概念得了
[01:20:13] 这里边呀
[01:20:15] 作为点门控的一次通道
[01:20:16] 在大二的时候
[01:20:17] 我又必要讲一下
[01:20:18] 这里边特别是那一次通道
[01:20:21] 这个通道呀
[01:20:22] 开放不开放很有意思
[01:20:24] 我们称之为静息
[01:20:25] 激活
[01:20:27] 失火
[01:20:28] 三种状态
[01:20:30] 它没有完
[01:20:31] 一个通道想第二次开发的话
[01:20:34] 必须从失火状态
[01:20:36] 再恢复成静息状态
[01:20:38] 这个恢复的过程
[01:20:40] 它会变成
[01:20:40] 我们给了个名字
[01:20:41] 叫复活
[01:20:42] 学完第三节之后
[01:20:44] 细胞生物链
[01:20:46] 有个内容叫动作点位
[01:20:47] 学到那你发现
[01:20:48] 动作点位
[01:20:49] 趋激化复激化
[01:20:50] 那么一个膜上的那通道
[01:20:52] 什么时候复活的
[01:20:54] 打伴随着复激化的过程
[01:20:56] 通道也复活了
[01:20:58] 所以我讲课喜欢说
[01:20:59] 同学们呀
[01:20:59] 复活的复是哪个复呀
[01:21:01] 打复激化的复
[01:21:03] 你咋还能听得到意思啊
[01:21:05] 实际上这边注意
[01:21:07] 通道这样一个生理学特性
[01:21:09] 静息激活失火
[01:21:10] 包括复活
[01:21:11] 这个词是针对某一个人说的
[01:21:15] 针对谁
[01:21:15] 电压门控的那通道
[01:21:18] 其他通道没这事
[01:21:21] 只有电压门控那
[01:21:23] 所以这个咱们要搞明白
[01:21:24] 化学门控的
[01:21:26] 以后咱们通过这本书的不同章节
[01:21:28] 我举例子
[01:21:29] 这要先听我名字再说
[01:21:31] 机械门控的
[01:21:32] 实际上在序论应该讲过
[01:21:35] 肾脏血路上自身调节的
[01:21:37] 所以血压高的时候
[01:21:38] 肾脏血管就收缩
[01:21:39] 血压低的时候
[01:21:41] 肾脏的血管就这个舒张
[01:21:43] 这个肾脏血管这个平滑肌
[01:21:45] 他怎么知道血压高低
[01:21:48] 血压是血液对单位里的血管的一个测压力
[01:21:52] 压力高的时候
[01:21:53] 一撑把血管比较撑的紧了
[01:21:55] 这个叫机械牵拉
[01:21:57] 机械的张力牵引力
[01:21:59] 一拉它
[01:21:59] 机械刺激
[01:22:01] 这个平滑肌细胞上改动道就开放了
[01:22:04] 所以因为肾脏血管平滑肌上
[01:22:07] 长着机械门控的改动道
[01:22:10] 所以血压高低
[01:22:11] 血压高的通道开放
[01:22:12] 改进内流
[01:22:13] 血压低的通道关闭
[01:22:14] 改进不内流了
[01:22:15] 这样的话
[01:22:16] 你学完这一章第四节
[01:22:18] 机细胞收缩就发现
[01:22:20] 平滑肌细胞该内流
[01:22:22] 细胞就收缩了
